,pre_election_weight_ftf,post_election_weight_ftf,pre_voting_status,pre_economy_last_year,pre_party_id,pre_gun_access_importance,pre_unauthorized_immigrants,pre_birthright_citizenship,pre_govt_assist_to_blacks,pre_affirmative_action,pre_crime_budget,pre_welfare_budget,pre_childcare_budget,pre_aid_to_poor_budget,pre_environment_budget,pre_troops_to_fight_isis,pre_syrian_refugees,pre_trust_washington,pre_interests_of_few_or_many,pre_govt_waste_tax_money,pre_govt_corruption,pre_are_people_trustworthy,pre_govt_attention,pre_global_warming,pre_govt_action_rising_temp,pre_govt_services_same_sex_couples,pre_transgender_policy,pre_lgbt_protection_laws,pre_gay_marriage,pre_abortion,pre_death_penalty,pre_economy_since_2008,pre_angry_at_obama,pre_proud_of_obama,pre_religion_importance,pre_religion_provides_guidance,pre_bible_word_of_got_or_men,pre_attend_religions_services,pre_how_often_religious_services,pre_major_religious_groups,pre_age_group,pre_marital_status,pre_education_level,pre_occupation_status,pre_social_class,pre_race,pre_place_of_birth,pre_children_in_household,pre_home_internet_use,pre_cell_or_landline,pre_length_in_current_coummunity,pre_home_ownership,pre_unexpired_passport,pre_gender,pre_roughing_up_protestors,pre_justified_use_of_violence,pre_feminist,pre_income,pre_political_correctnses,pre_gun_ownership,pre_sexist_remarks,pre_women_appreciating_men,pre_women_power_over_men,pre_men_on_leash,pre_sexual_orientation,pre_party_representation_house,pre_party_representation_senate,pre_general_satisfaction,pre_talk_about_voting,pre_political_meetings,pre_political_visibility,pre_work_for_party,pre_monetary_contribution_to_party,pre_party_contributed_to,post_monetary_contribution_to_party,post_party_contributed_to,post_protest_participation,post_signed_petition,post_give_money_to_relig_org,post_give_money_to_soc_pol_org,post_social_media_political_message,post_contact_representative,post_party_registration,post_voted_in_2016,post_pres_vote_self_rep,post_pres_vote_admin,post_strength_of_vote,post_house_vote,post_senate_vote,post_governor_vote,post_reason_not_registered,post_clinton_rating,post_trump_rating,post_christian_fundamentalist_rating,post_feminist_rating,post_liberal_rating,post_labor_unions_rating,post_poor_people_rating,post_big_business_rating,post_conservative_rating,post_supreme_court_rating,post_lgbt_rating,post_congress_rating,post_rich_people_rating,post_muslims_rating,post_christians_rating,post_jews_rating,post_tea_party_rating,post_police_rating,post_transgender_rating,post_scientists_rating,post_blm_rating,post_world_like_america,post_american_flag,post_american_flag_summary,post_economic_mobility,post_vaccines,post_gender_income_equality,post_immigration_levels,post_immigration_takes_away_jobs,post_worry_terrorist_attack,post_need_free_thinkers,post_rotten_apples,post_strong_leader,post_liberal_conservative,post_discuss_politics,post_wiretaps,post_marijuana,post_bank_regulation,post_trump_towards_women,post_which_is_conservative_party,post_healthcare_spending,post_attitude_toward_changing_world,post_tolerate_other_morals,post_trad_values,post_no_favors_for_blacks,post_slavery_impact,post_blacks_deserve_more,post_blacks_should_try_harder,post_bond_with_child,post_man_works,post_women_discrimination,post_preferential_hiring,post_child_indep_respect,post_child_curiosity_manners,post_child_obedience_self_reliance,post_child_considerate_behave,post_govt_knew_9_11,post_obama_muslim,post_politicians_are_problem,post_strong_leader_bend_rules,post_minorities_should_adapt,post_immigrants_good_for_economy,post_immigrants_harm_culture,post_immigrants_increase_crime,post_truly_american_us_born,post_truly_american_us_ancestry,post_truly_american_speak_english,post_truly_american_follow_trad,post_satisfied_with_democracy,post_asian_american_feeling_therm,post_hispanics_feeling_therm,post_blacks_feeling_therm,post_illegal_imm_feeling_therm,post_whites_feeling_therm,post_whites_work_together,post_hiring_minorities,post_govt_treatment_whites_blacks,post_govt_treatment_degree,post_police_treatment_whites_blacks,post_police_treatment_degree,post_white_influence,post_black_influence,post_hispanic_influence,post_asian_influence,post_whites_hardworking,post_blacks_hardworking,post_hispanics_hardworking,post_asians_hardworking,post_whites_violent,post_blacks_violent,post_hispanics_violent,post_asians_violent,post_muslims_violent,post_christians_violent,post_muslims_patriotic,post_christians_patriotic,post_discrim_blacks,post_discrim_hispanics,post_discrim_asians,post_discrim_whites,post_discrim_lgbt,post_discrim_women,post_discrim_men,post_discrim_muslim,post_discrim_christian,post_discrim_transgender,post_discrim_personal,post_skintone,post_discrim_skintone,post_support_trump,post_gender,post_age_est,post_inform_level,post_intelligence
1655,0,0,3,2,3,2,3,7,1,7,3,3,1,3,1,1,2,5,1,1,2,5,3,1,1,2,2,1,2,4,1,2,2,2,1,3,2,1,2,,1,6,10,1,,1,1,0,1,2,20,1,2,1,1,1,3,27,3,3,1,1,2,4,1,2,2,2,1,2,2,1,2,,2,,2,1,1,2,1,2,,1,4,4,41,,1,,,0,40,70,30,60,70,100,0,60,85,100,30,0,100,70,100,50,85,100,100,60,5,3,4,7,4,1,3,3,2,1,4,3,4,7,1,1,1,2,2,2,4,3,3,3,4,1,4,4,4,7,5,1,2,2,1,1,6,3,4,2,3,3,3,2,3,3,2,4,100,100,100,100,100,3,3,1,2,1,2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,5,2,2,5,2,5,3,5,1,5,,,,,
1656,0,0,4,3,1,3,1,6,1,7,1,3,1,1,1,7,7,5,1,1,1,4,3,1,2,5,3,1,1,3,1,5,3,2,1,2,2,2,,,11,3,12,5,,1,1,2,1,2,3,2,2,2,2,1,2,11,1,5,2,3,3,2,1,1,2,2,,,,,,,,,,,,,,,,1,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1657,0,0,4,4,5,1,1,1,7,7,1,2,2,3,2,1,7,5,1,1,2,2,2,2,7,1,1,2,2,3,1,4,5,1,1,2,1,2,,,8,1,7,1,,1,1,0,1,2,17,2,2,1,3,1,3,20,4,16,2,3,2,2,1,2,1,2,1,2,1,2,2,,2,,2,2,2,2,1,2,,1,,2,21,2,,,,0,100,0,50,0,0,50,70,60,15,50,40,50,0,100,85,85,85,0,100,0,1,1,1,6,1,1,5,1,2,1,2,1,5,7,2,3,4,6,2,4,5,5,1,1,5,5,1,4,1,5,5,2,2,1,1,1,1,1,4,1,5,1,1,3,3,1,1,4,70,70,70,0,70,2,1,3,1,2,,2,2,1,2,5,7,6,3,3,5,5,4,7,3,7,2,4,3,3,1,3,5,1,3,1,2,3,1,4,,,,,
1658,0,0,1,3,5,4,2,4,7,7,3,3,3,3,3,4,4,4,1,1,2,4,2,1,6,1,6,1,1,4,2,3,2,2,2,,2,2,,,4,1,13,1,,1,1,0,1,2,4,2,1,2,2,1,3,23,3,0,3,4,2,3,1,2,2,3,2,2,2,2,2,,2,,2,2,2,2,2,2,,,,,,,,,0,0,10,50,50,40,45,50,50,50,50,50,50,50,50,50,50,50,60,50,85,50,5,3,4,6,1,5,3,2,4,3,3,3,5,7,1,1,4,4,2,4,2,2,4,1,5,5,2,6,4,6,5,2,1,2,1,3,7,2,5,3,2,4,2,3,4,2,3,4,50,50,50,40,50,4,4,3,2,1,3,2,1,2,3,4,5,4,2,3,4,3,3,4,3,5,3,4,4,5,3,3,4,3,3,3,3,4,1,4,,,,,
1659,0,0,3,4,7,3,2,1,7,7,1,2,3,2,2,2,7,4,1,1,2,2,2,1,4,1,1,2,2,2,1,5,5,1,1,3,1,1,1,,6,1,13,1,,1,1,3,1,2,7,2,2,2,5,1,2,24,4,2,2,4,3,3,1,2,1,2,1,2,2,2,2,,2,,2,2,1,2,2,2,2,1,2,2,21,2,,,,15,85,16,48,46,50,60,61,83,50,33,60,61,30,97,49,51,82,3,74,2,3,1,1,5,2,1,5,1,3,3,2,2,5,5,2,2,4,6,2,7,5,4,1,2,5,5,1,4,4,4,5,2,2,2,2,3,8,2,4,2,4,2,2,1,1,1,1,2,50,50,50,30,60,5,5,3,2,2,,2,2,2,2,2,6,5,4,2,7,4,4,7,1,7,1,4,4,4,4,2,4,5,1,3,1,5,1,5,,,,,
1660,0,0,3,3,1,2,3,4,1,1,1,3,3,3,3,4,4,5,1,1,2,3,1,1,4,4,2,2,1,4,2,1,1,5,1,2,2,1,3,,5,6,11,1,,6,1,0,1,2,1,1,2,2,3,1,3,16,2,0,3,5,5,5,1,1,1,3,1,2,2,2,2,,2,,2,2,1,1,1,2,,1,,,,1,,,,70,0,93,70,85,100,85,60,60,50,85,60,85,100,85,70,0,70,40,100,85,4,3,4,4,7,1,3,3,1,2,3,5,99,3,2,1,1,1,2,4,2,4,3,4,3,3,4,6,4,6,2,1,1,2,2,2,8,2,4,3,3,4,3,3,2,4,3,5,85,100,85,85,100,,,1,1,2,,2,2,1,2,3,5,6,5,,4,4,3,4,3,4,2,1,1,1,1,1,1,1,1,1,1,4,6,2,,,,,
1661,0,0,3,3,1,2,3,6,4,4,1,1,1,1,1,6,2,3,1,1,4,3,2,1,2,6,5,1,1,4,4,4,1,3,1,1,3,1,3,,9,3,10,4,,1,1,0,2,2,8,1,2,2,1,1,2,1,3,0,5,5,5,5,1,2,2,4,1,2,2,2,2,,2,,2,2,2,2,2,2,,0,,,,,,,,72,1,41,56,72,47,88,61,40,51,72,39,72,65,63,71,40,70,79,71,50,3,3,4,4,2,1,3,3,4,3,4,4,3,6,1,3,4,1,2,2,4,2,3,3,3,2,5,4,4,1,4,2,2,2,1,4,8,5,3,3,2,5,5,4,4,2,3,2,77,78,77,51,77,3,4,2,,1,2,2,2,2,2,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,4,3,4,3,4,,,,,
1662,0,0,3,3,2,3,4,4,4,4,1,3,1,1,3,1,4,4,1,1,4,2,3,1,4,3,5,1,1,4,2,2,1,4,1,2,2,1,1,,13,6,13,5,,1,1,0,1,2,40,3,2,2,1,1,3,18,3,0,3,3,3,3,1,2,1,2,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,1,1,11,1,1,,,100,0,70,70,85,70,85,50,40,70,70,50,50,50,85,85,40,85,70,70,70,3,1,2,6,2,1,3,3,3,3,4,2,3,3,2,3,4,1,2,2,3,3,2,3,4,4,4,4,4,4,5,2,2,2,1,4,2,3,4,3,3,3,3,2,2,1,2,2,85,85,70,60,85,2,3,1,2,2,,2,2,3,3,3,4,3,3,2,4,2,2,2,1,3,3,2,4,4,4,3,4,4,4,4,3,5,1,5,,,,,
1663,0,0,3,3,5,3,2,1,7,7,2,2,3,3,3,2,4,4,1,1,2,4,2,1,2,1,5,1,2,3,4,2,2,2,1,3,2,1,1,,10,1,10,5,,1,1,0,1,1,40,3,1,2,3,1,3,17,3,10,2,3,4,5,1,2,2,1,1,2,2,2,2,,2,,2,2,1,2,2,2,2,1,3,3,30,1,2,,,2,63,50,30,40,73,61,24,66,50,49,43,60,54,75,55,39,61,51,50,42,3,1,2,4,2,1,4,3,4,2,2,4,4,5,3,1,1,4,2,4,4,4,3,2,2,4,3,7,4,4,5,2,2,2,1,2,8,4,5,5,4,5,4,3,3,1,2,2,74,70,76,37,77,,,2,,1,3,,,1,3,3,4,3,3,4,4,5,3,4,3,4,3,4,4,4,4,3,4,4,4,3,3,4,1,3,,,,,
1664,0,0,3,2,1,2,4,7,1,1,1,1,1,1,1,4,1,4,1,3,4,2,1,1,1,6,6,1,1,4,4,1,1,5,2,,3,2,,,8,6,15,1,,1,1,0,1,2,15,2,1,1,1,1,1,22,2,0,3,5,5,5,2,2,2,3,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,11,1,1,,,85,0,0,100,100,85,85,0,15,30,100,0,30,100,40,100,0,30,100,100,100,5,1,3,7,1,1,1,4,2,1,5,5,2,5,1,1,1,1,2,2,2,3,4,5,1,1,5,6,7,1,1,1,1,2,1,4,10,5,5,5,1,5,5,4,4,4,2,5,100,100,100,85,70,5,4,2,,1,1,1,3,3,3,1,1,1,1,2,2,2,1,1,3,1,4,1,1,3,5,2,1,5,1,5,1,5,2,5,,,,,
1665,0,0,3,3,6,1,3,7,4,4,1,2,1,2,2,2,6,2,1,1,3,3,3,1,4,1,1,2,2,4,2,3,3,2,2,,3,2,,,4,6,10,1,,1,1,1,1,2,13,1,2,2,3,1,3,22,4,25,3,5,5,5,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1666,0,0,3,3,6,3,3,4,4,4,1,1,1,2,1,4,4,3,1,2,4,3,2,1,2,3,1,1,1,4,1,2,2,2,2,,3,1,2,,9,1,9,5,,1,1,0,1,3,11,3,2,1,1,1,2,15,4,0,2,5,5,5,1,2,2,2,1,2,2,2,2,,2,,2,2,1,2,2,2,,1,2,2,21,,,2,,40,70,70,70,72,70,85,41,85,70,50,60,50,50,85,50,70,70,50,70,50,3,1,1,7,4,1,5,3,2,2,3,3,4,,1,1,5,4,2,5,2,3,2,3,3,3,3,6,4,2,4,2,2,1,1,3,8,3,3,1,4,3,3,3,3,1,1,2,50,50,50,16,50,3,3,2,,1,2,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,2,3,4,2,4,2,5,2,5,,,,,
1667,0,0,3,3,2,3,3,4,4,6,3,3,3,3,1,4,4,4,1,1,2,2,2,1,1,5,6,1,1,4,4,1,1,4,2,,3,2,,,8,1,13,1,,1,1,0,1,3,4,2,1,2,3,1,1,26,3,0,4,4,5,5,3,2,2,2,1,2,2,2,2,,2,,2,2,2,2,2,2,1,0,,,,,,,,60,0,30,100,85,70,100,70,50,70,100,30,100,85,100,100,15,100,100,70,100,3,1,2,6,1,1,3,3,2,2,2,2,2,3,2,1,1,2,2,4,2,2,2,3,2,3,3,4,4,2,5,2,2,2,1,3,10,2,5,1,3,4,4,1,4,1,2,2,100,100,100,30,100,2,4,2,,1,3,2,3,2,2,4,5,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,5,2,4,2,5,1,5,,,,,
1668,0,0,3,4,7,3,3,1,5,6,3,2,2,2,2,2,6,4,1,1,3,2,2,2,6,1,,2,2,4,1,5,3,1,1,3,2,1,1,,12,1,9,5,,1,1,0,1,3,40,3,1,2,3,1,3,17,4,5,4,4,3,4,1,2,1,3,2,2,2,2,1,2,2,,2,2,1,2,2,2,,1,2,2,21,2,2,2,,0,85,70,60,15,60,60,70,85,70,50,70,85,60,100,70,85,85,70,85,50,2,1,1,4,1,1,5,2,2,2,4,4,6,6,2,2,4,4,2,7,5,4,2,2,2,4,2,4,4,4,5,1,1,2,1,3,3,3,4,2,4,2,2,1,1,1,1,2,85,60,60,30,85,2,3,3,3,2,,2,2,2,2,2,5,4,2,2,4,3,2,4,2,4,2,3,3,4,4,3,3,5,2,3,3,5,1,5,,,,,
1669,0,0,3,4,7,3,1,1,7,4,1,3,1,1,3,4,7,3,1,1,3,3,2,1,4,6,5,1,1,4,1,5,5,1,2,,2,2,,,8,4,9,1,,1,1,0,1,2,29,2,2,2,3,1,3,11,3,0,2,3,3,4,1,1,1,3,1,2,1,2,2,,2,,2,2,2,2,1,2,2,1,2,2,21,,,,,1,100,51,52,60,14,,51,70,64,85,35,50,49,61,98,,100,60,98,0,3,1,1,7,1,1,4,1,1,1,2,2,4,4,1,1,4,6,2,6,3,3,2,1,4,3,5,4,4,2,4,2,2,2,2,3,3,2,3,3,4,3,3,3,3,1,2,2,50,51,52,0,52,3,3,2,,2,,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,3,3,1,4,1,4,1,4,,,,,
1670,0,0,2,5,4,2,1,7,7,4,3,2,3,2,3,6,7,5,1,1,3,3,1,2,7,1,1,4,3,2,1,5,5,1,1,3,1,1,3,,9,4,10,4,,1,1,0,1,2,1,4,2,1,1,3,3,1,3,0,3,3,5,5,1,1,1,3,1,2,2,2,2,,2,,2,1,2,2,2,1,,,,,,,,,0,0,85,85,15,0,50,70,50,85,40,15,60,50,15,85,85,85,85,0,50,0,3,1,1,7,7,4,5,2,3,3,2,1,6,2,1,2,4,4,2,7,5,3,1,1,5,5,1,7,2,4,5,2,2,1,2,1,1,2,3,1,3,3,2,2,2,1,2,4,70,70,70,15,70,2,4,2,,2,,2,2,2,2,5,6,5,5,5,6,5,4,6,1,4,1,3,3,3,3,3,3,3,3,3,3,3,2,5,,,,,
1671,0,0,1,3,6,2,1,7,4,4,1,3,1,1,1,1,7,4,1,1,3,3,2,1,1,2,1,4,3,4,1,4,3,2,2,,1,2,,,12,3,9,7,,1,1,0,2,2,3,1,2,2,3,1,3,1,4,0,3,3,5,5,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1672,0,0,3,4,6,2,3,4,7,4,1,2,2,1,1,2,7,4,1,1,3,3,1,1,1,2,5,1,1,2,1,4,2,2,1,3,1,1,1,,12,1,6,5,,1,1,0,2,2,40,3,2,2,3,1,2,7,4,1,3,5,4,5,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,0,0,1,5,4,2,1,4,1,4,1,1,3,1,1,7,7,3,1,1,2,5,1,1,1,1,1,1,3,2,1,5,1,1,1,3,1,1,4,,9,3,8,6,,1,1,0,2,2,40,1,2,2,1,1,2,5,4,0,2,5,5,5,1,1,2,1,2,2,2,2,2,,2,,2,2,2,2,2,2,,,,,,,,,0,1,51,71,50,51,70,100,70,50,51,51,50,51,51,100,100,51,100,50,99,50,3,1,1,7,1,1,5,2,1,1,1,1,99,,2,3,1,4,,1,1,1,1,1,5,5,1,7,1,4,1,2,2,1,2,1,6,1,5,1,3,5,3,1,1,1,1,5,51,50,50,1,50,2,2,2,,2,,2,2,3,3,4,4,4,4,4,4,4,4,7,1,7,1,3,3,3,3,1,3,3,1,5,1,5,1,5,,,,,
1674,0,0,3,3,4,2,3,4,5,1,1,3,1,3,2,7,7,4,1,1,3,4,3,1,4,1,1,1,1,2,1,4,3,1,1,3,1,1,2,,12,3,95,5,,5,4,0,1,2,40,1,1,1,2,1,3,17,2,0,2,4,2,4,1,1,2,2,1,2,2,1,2,,2,,1,1,1,1,1,1,4,1,2,2,20,2,2,,,60,70,61,52,42,72,86,87,60,99,71,62,62,72,73,87,71,86,72,99,52,2,1,1,4,1,1,3,3,1,2,2,1,5,3,2,2,4,4,2,4,2,1,1,1,2,2,1,4,4,1,2,2,2,2,2,2,3,2,2,2,1,4,3,2,3,1,1,1,62,99,71,62,70,,,2,,2,,2,2,2,3,1,2,1,1,2,4,2,1,2,1,5,2,2,3,4,5,3,4,5,2,3,4,4,2,5,,,,,
1675,0,0,3,5,4,3,3,4,99,7,1,3,1,1,3,6,6,4,1,1,2,2,3,1,4,1,3,1,2,2,4,5,2,1,1,3,2,1,2,,7,1,12,1,,5,1,1,1,2,8,2,2,2,2,1,3,14,3,1,3,4,5,5,1,2,2,3,1,2,2,2,2,,2,,2,1,1,1,1,2,1,0,,,,,,,,40,60,50,40,60,50,70,40,50,60,50,50,60,50,60,50,60,85,50,70,50,3,1,1,7,1,1,3,3,4,1,3,3,4,7,2,1,4,4,,4,2,1,1,1,4,4,3,4,4,2,5,2,1,2,1,4,7,3,5,4,3,2,3,4,4,2,3,2,100,100,100,40,100,,,2,,2,,2,2,2,2,3,3,3,3,4,4,4,4,3,3,4,4,4,4,4,4,4,3,5,4,4,4,3,2,2,,,,,
1676,0,0,3,3,1,3,4,7,3,4,3,1,1,1,1,6,3,4,1,1,2,2,3,1,1,4,5,1,1,4,3,2,2,3,2,,3,2,,,3,6,13,1,,5,1,0,1,2,1,1,2,1,1,1,3,9,3,0,3,5,3,5,1,2,2,3,1,1,1,1,1,1,2,,1,1,2,2,1,2,,1,5,5,51,1,1,1,,30,0,0,55,45,60,70,35,35,65,85,25,35,70,45,50,15,40,70,85,55,3,3,4,7,1,2,2,4,5,2,4,5,2,2,1,1,2,1,,1,3,2,5,5,1,2,1,6,5,4,2,1,1,2,1,3,9,2,5,4,2,5,5,4,4,2,3,4,60,80,70,75,55,,,1,2,1,2,1,3,3,3,4,2,2,2,5,4,4,4,4,5,4,1,1,3,3,4,3,3,4,1,5,2,4,5,4,,,,,
1677,0,0,3,4,7,1,1,1,7,7,1,2,2,2,2,1,7,5,1,1,3,3,3,1,7,1,1,4,3,2,1,5,4,1,1,3,1,1,2,,11,4,14,5,,1,1,0,1,2,7,1,2,1,3,1,3,3,4,0,2,2,2,3,1,2,2,2,1,2,2,2,2,,2,,2,1,2,1,2,2,,1,2,2,21,2,2,,,1,71,100,40,30,60,85,86,100,31,50,41,85,40,100,85,100,85,51,78,0,3,1,1,6,1,1,5,2,2,4,1,1,6,2,2,2,4,4,,4,5,4,1,1,5,5,1,7,1,6,5,2,2,1,2,3,2,2,5,1,5,2,2,2,2,1,1,2,70,70,70,1,86,2,3,3,3,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,4,4,4,4,4,4,3,4,4,5,2,5,,,,,
1678,0,0,3,3,6,3,3,4,5,4,1,1,3,1,1,7,4,3,1,1,2,3,3,1,1,4,3,2,2,2,2,5,2,3,1,2,2,1,2,,6,1,10,1,,1,1,3,1,3,40,2,1,1,3,1,2,21,2,0,2,3,2,2,1,2,1,2,1,2,2,2,2,,2,,2,2,1,2,2,2,,1,2,2,20,2,,,,60,60,60,60,40,60,70,40,60,40,40,40,60,60,85,70,50,85,30,75,40,3,1,2,7,3,2,3,3,1,1,2,2,5,5,3,2,2,1,2,2,4,2,1,4,2,3,2,7,2,4,5,2,2,2,1,3,9,4,2,2,3,3,3,2,2,1,3,4,80,75,75,60,,3,3,2,,2,,2,2,3,3,3,4,2,3,3,4,3,2,4,3,6,2,3,3,4,3,3,4,4,3,3,3,4,1,4,,,,,
1679,0,0,3,4,7,3,1,1,6,7,1,2,2,2,2,1,7,5,1,1,3,3,1,2,6,1,1,1,2,2,1,3,2,1,1,3,1,1,1,,13,3,9,5,,1,1,0,1,3,40,4,1,2,4,1,3,22,3,0,4,3,3,3,1,2,2,2,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,2,2,20,2,1,2,,0,60,60,40,40,50,60,40,60,40,40,40,40,40,70,50,50,70,0,60,0,1,1,1,6,1,2,5,1,2,2,2,2,6,,2,3,2,4,2,6,4,4,1,1,5,5,1,7,2,4,5,2,2,1,2,3,8,3,2,1,5,2,1,2,2,1,1,2,50,30,40,15,85,2,4,2,,2,,2,2,2,2,2,5,5,4,2,5,5,4,5,1,5,1,2,2,4,5,2,3,5,2,5,2,4,3,5,,,,,
1680,0,0,3,3,2,3,1,4,2,4,1,2,3,1,1,7,7,3,1,1,3,4,2,2,4,1,1,1,2,4,1,2,1,5,1,3,1,1,3,,5,4,10,1,,1,1,4,1,3,35,1,2,2,3,3,1,1,2,0,2,4,4,3,1,1,1,1,2,2,2,2,2,,2,,2,2,2,2,1,2,,0,,,,,,,,70,30,50,60,50,70,50,60,50,50,40,50,40,50,70,50,50,30,15,50,60,3,1,1,7,1,1,4,3,4,3,3,3,99,,1,2,4,1,1,1,4,4,2,2,2,2,2,7,2,2,5,2,2,1,2,3,6,3,4,1,3,2,2,1,1,1,1,4,60,60,85,30,85,1,3,1,2,1,2,1,2,3,3,4,5,6,4,5,3,3,4,4,1,5,5,4,4,4,4,1,4,5,4,5,1,4,2,5,,,,,
1681,0,0,3,5,6,4,2,4,4,4,3,3,3,3,3,4,4,5,2,3,3,4,3,1,4,6,4,4,3,1,3,2,3,3,1,3,1,1,1,,1,6,10,8,,3,1,0,1,2,1,1,1,1,5,1,3,1,1,0,3,3,3,3,1,1,1,3,1,2,2,2,2,,2,,2,1,2,2,2,2,4,0,,,,,,,,40,60,100,0,50,75,0,80,50,70,0,75,80,0,100,15,90,85,0,100,40,2,1,2,6,1,2,3,3,1,3,2,1,3,7,2,2,4,4,2,4,2,3,1,1,2,3,1,7,3,4,5,2,2,1,2,2,7,3,3,3,3,3,3,1,3,1,1,4,60,15,25,0,50,,,1,2,1,1,2,2,2,2,5,6,5,4,3,4,5,3,7,1,7,3,4,4,4,5,3,4,5,1,1,3,3,3,3,,,,,
1682,0,0,3,2,1,1,3,4,1,1,1,1,1,1,1,4,4,3,1,1,2,4,2,2,4,6,1,1,1,4,3,3,1,5,1,3,1,1,4,,5,6,9,1,,2,1,2,2,2,2,1,2,1,1,2,3,11,4,0,3,3,3,2,1,2,2,5,1,2,2,2,2,,2,,2,1,2,2,2,2,,1,,,,,,,,100,8,53,50,50,60,48,50,50,30,50,30,48,70,94,50,51,3,52,50,100,3,3,4,4,4,4,3,3,2,3,3,3,4,,1,3,4,2,1,1,3,3,3,3,3,3,3,4,4,2,1,1,1,1,1,2,8,3,3,3,3,3,3,3,3,3,2,2,50,50,50,51,50,,,1,2,2,,2,2,2,2,7,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,5,3,,,,,
1683,0,0,3,2,6,3,3,4,4,4,1,2,1,3,3,4,6,4,1,2,4,2,2,2,7,4,1,1,2,1,1,2,2,2,1,3,1,1,1,,7,1,10,1,,3,1,1,1,3,16,2,1,1,2,1,3,27,4,0,3,3,2,3,1,2,1,2,1,2,2,2,2,,2,,2,2,1,2,2,2,,1,3,3,30,2,,,,40,51,91,31,39,41,88,54,84,66,29,59,55,29,97,68,48,84,13,74,50,2,3,4,4,1,4,4,3,4,2,1,2,6,2,2,2,4,1,2,4,5,5,1,2,2,5,3,6,2,4,2,2,2,1,1,2,4,2,3,2,2,4,3,3,3,1,2,2,75,56,50,32,70,,,1,2,2,,2,2,3,3,2,4,1,2,2,4,4,1,5,1,4,1,4,4,4,5,4,5,5,4,4,4,4,4,4,,,,,
1684,0,0,2,2,1,1,3,6,2,2,3,3,1,1,1,4,5,3,1,1,4,2,2,1,1,6,6,1,1,3,4,1,1,4,1,1,2,1,4,,8,4,90,1,,1,1,0,1,3,28,3,2,2,1,1,3,3,1,0,4,5,5,5,1,2,1,3,1,2,1,2,1,1,1,1,2,2,2,2,1,2,,0,,,,,,,,84,8,77,81,84,78,90,29,74,72,88,60,53,60,86,80,82,61,70,85,69,4,1,1,7,1,1,3,4,2,1,4,4,3,3,2,1,2,1,2,2,2,1,3,5,2,2,4,7,4,2,2,1,2,2,1,3,8,4,5,4,3,4,4,3,3,2,3,4,77,74,65,65,71,2,4,1,3,1,2,1,3,3,3,2,3,2,1,4,5,1,1,4,1,4,1,3,4,4,5,4,3,5,2,5,2,5,1,5,,,,,
1685,0,0,1,4,4,3,3,4,1,4,3,1,1,1,3,4,4,5,1,1,2,5,2,1,4,6,4,1,2,4,3,3,1,3,1,3,1,2,,,10,6,9,6,,1,1,0,1,2,2,3,2,2,2,1,3,3,4,0,3,4,3,3,1,2,1,2,2,2,2,2,2,,2,,2,2,2,2,2,2,,0,,,,,,,,15,15,50,70,50,85,100,0,50,50,85,50,0,70,100,70,50,85,100,70,70,3,1,2,4,4,1,4,3,3,2,3,3,99,,1,3,4,4,,2,3,4,3,3,2,2,4,6,4,4,2,1,1,1,1,3,5,2,2,2,2,4,4,2,2,2,2,5,70,50,70,60,60,3,3,1,2,1,1,1,3,3,3,2,1,1,1,4,3,3,2,2,2,3,2,1,2,2,3,1,2,4,2,2,1,4,1,4,,,,,
