,pre_election_weight_ftf,post_election_weight_ftf,pre_voting_status,pre_economy_last_year,pre_party_id,pre_gun_access_importance,pre_unauthorized_immigrants,pre_birthright_citizenship,pre_govt_assist_to_blacks,pre_affirmative_action,pre_crime_budget,pre_welfare_budget,pre_childcare_budget,pre_aid_to_poor_budget,pre_environment_budget,pre_troops_to_fight_isis,pre_syrian_refugees,pre_trust_washington,pre_interests_of_few_or_many,pre_govt_waste_tax_money,pre_govt_corruption,pre_are_people_trustworthy,pre_govt_attention,pre_global_warming,pre_govt_action_rising_temp,pre_govt_services_same_sex_couples,pre_transgender_policy,pre_lgbt_protection_laws,pre_gay_marriage,pre_abortion,pre_death_penalty,pre_economy_since_2008,pre_angry_at_obama,pre_proud_of_obama,pre_religion_importance,pre_religion_provides_guidance,pre_bible_word_of_got_or_men,pre_attend_religions_services,pre_how_often_religious_services,pre_major_religious_groups,pre_age_group,pre_marital_status,pre_education_level,pre_occupation_status,pre_social_class,pre_race,pre_place_of_birth,pre_children_in_household,pre_home_internet_use,pre_cell_or_landline,pre_length_in_current_coummunity,pre_home_ownership,pre_unexpired_passport,pre_gender,pre_roughing_up_protestors,pre_justified_use_of_violence,pre_feminist,pre_income,pre_political_correctnses,pre_gun_ownership,pre_sexist_remarks,pre_women_appreciating_men,pre_women_power_over_men,pre_men_on_leash,pre_sexual_orientation,pre_party_representation_house,pre_party_representation_senate,pre_general_satisfaction,pre_talk_about_voting,pre_political_meetings,pre_political_visibility,pre_work_for_party,pre_monetary_contribution_to_party,pre_party_contributed_to,post_monetary_contribution_to_party,post_party_contributed_to,post_protest_participation,post_signed_petition,post_give_money_to_relig_org,post_give_money_to_soc_pol_org,post_social_media_political_message,post_contact_representative,post_party_registration,post_voted_in_2016,post_pres_vote_self_rep,post_pres_vote_admin,post_strength_of_vote,post_house_vote,post_senate_vote,post_governor_vote,post_reason_not_registered,post_clinton_rating,post_trump_rating,post_christian_fundamentalist_rating,post_feminist_rating,post_liberal_rating,post_labor_unions_rating,post_poor_people_rating,post_big_business_rating,post_conservative_rating,post_supreme_court_rating,post_lgbt_rating,post_congress_rating,post_rich_people_rating,post_muslims_rating,post_christians_rating,post_jews_rating,post_tea_party_rating,post_police_rating,post_transgender_rating,post_scientists_rating,post_blm_rating,post_world_like_america,post_american_flag,post_american_flag_summary,post_economic_mobility,post_vaccines,post_gender_income_equality,post_immigration_levels,post_immigration_takes_away_jobs,post_worry_terrorist_attack,post_need_free_thinkers,post_rotten_apples,post_strong_leader,post_liberal_conservative,post_discuss_politics,post_wiretaps,post_marijuana,post_bank_regulation,post_trump_towards_women,post_which_is_conservative_party,post_healthcare_spending,post_attitude_toward_changing_world,post_tolerate_other_morals,post_trad_values,post_no_favors_for_blacks,post_slavery_impact,post_blacks_deserve_more,post_blacks_should_try_harder,post_bond_with_child,post_man_works,post_women_discrimination,post_preferential_hiring,post_child_indep_respect,post_child_curiosity_manners,post_child_obedience_self_reliance,post_child_considerate_behave,post_govt_knew_9_11,post_obama_muslim,post_politicians_are_problem,post_strong_leader_bend_rules,post_minorities_should_adapt,post_immigrants_good_for_economy,post_immigrants_harm_culture,post_immigrants_increase_crime,post_truly_american_us_born,post_truly_american_us_ancestry,post_truly_american_speak_english,post_truly_american_follow_trad,post_satisfied_with_democracy,post_asian_american_feeling_therm,post_hispanics_feeling_therm,post_blacks_feeling_therm,post_illegal_imm_feeling_therm,post_whites_feeling_therm,post_whites_work_together,post_hiring_minorities,post_govt_treatment_whites_blacks,post_govt_treatment_degree,post_police_treatment_whites_blacks,post_police_treatment_degree,post_white_influence,post_black_influence,post_hispanic_influence,post_asian_influence,post_whites_hardworking,post_blacks_hardworking,post_hispanics_hardworking,post_asians_hardworking,post_whites_violent,post_blacks_violent,post_hispanics_violent,post_asians_violent,post_muslims_violent,post_christians_violent,post_muslims_patriotic,post_christians_patriotic,post_discrim_blacks,post_discrim_hispanics,post_discrim_asians,post_discrim_whites,post_discrim_lgbt,post_discrim_women,post_discrim_men,post_discrim_muslim,post_discrim_christian,post_discrim_transgender,post_discrim_personal,post_skintone,post_discrim_skintone,post_support_trump,post_gender,post_age_est,post_inform_level,post_intelligence
1624,0,0,3,3,5,3,1,4,6,4,1,2,3,2,3,2,7,3,1,1,4,4,2,2,6,1,1,2,3,2,1,4,3,2,1,3,1,1,2,,5,6,9,1,,6,1,0,2,2,35,1,2,1,1,1,3,18,3,0,2,3,2,2,1,1,1,3,1,2,2,2,2,,2,,2,2,2,2,2,2,,1,2,2,21,2,2,,,30,100,85,50,70,50,70,65,50,70,50,70,70,50,100,75,50,85,50,65,0,2,1,1,6,2,1,4,2,3,1,2,1,99,2,2,1,5,6,2,4,5,3,1,1,5,5,1,4,4,4,4,2,2,1,2,2,3,3,3,2,2,5,2,1,2,1,1,2,70,70,70,40,70,,,2,,2,,2,2,2,2,2,5,2,2,2,4,2,2,4,1,5,1,4,4,5,5,4,4,5,4,4,4,5,3,5,,,,,
1625,0,0,3,2,2,1,2,1,7,7,3,3,1,2,2,1,7,3,1,2,3,2,3,1,1,6,5,1,1,4,1,1,3,4,1,3,2,1,4,,8,1,13,1,,3,4,0,1,3,12,3,1,2,5,1,2,25,1,0,3,3,3,2,1,1,2,2,2,2,2,2,2,,2,,2,2,1,2,2,2,4,1,1,1,11,,,,,85,30,51,42,71,16,51,40,16,70,70,31,31,50,16,50,30,85,71,86,50,2,1,1,6,1,1,1,2,2,1,1,1,4,,2,2,2,2,2,7,1,1,1,1,5,5,1,6,1,2,5,2,2,1,2,3,1,1,1,1,3,5,2,3,4,1,1,2,61,16,31,1,40,,,2,,1,2,1,3,3,3,3,5,2,2,2,5,5,2,6,3,6,2,3,4,3,5,4,4,5,4,5,4,3,4,4,,,,,
1626,0,0,3,3,1,2,3,4,1,4,1,2,3,1,3,4,4,2,2,2,4,2,2,2,6,2,5,1,1,2,1,3,1,4,1,3,1,1,2,,10,1,9,5,,1,1,0,1,1,40,3,1,2,2,1,3,19,4,0,3,3,3,5,1,2,1,2,2,2,2,2,2,,2,,2,1,1,2,2,2,,1,1,1,11,1,1,,,85,0,85,70,60,100,85,60,50,60,70,70,50,70,100,85,50,100,0,100,85,2,1,1,4,2,2,3,4,4,3,1,2,99,3,1,3,4,1,1,2,2,3,2,3,3,4,3,1,1,7,,2,2,1,2,2,9,3,5,3,3,3,3,1,2,1,2,2,70,70,85,15,100,4,5,2,,2,,2,2,2,2,2,3,4,4,2,3,3,3,4,1,2,1,3,3,3,4,3,4,4,3,4,3,5,1,5,,,,,
1627,0,0,2,5,7,1,1,7,7,4,3,2,3,2,3,4,7,5,1,1,1,5,3,2,7,2,1,4,3,2,1,5,5,1,2,,1,1,4,,3,6,11,1,,1,1,0,1,2,25,4,1,1,1,1,3,4,3,6,2,3,3,3,1,1,1,3,2,2,1,1,1,2,1,2,1,2,2,2,1,2,2,1,2,2,21,1,1,,,54,51,46,50,19,44,45,35,49,42,63,40,16,54,52,41,48,55,47,33,50,3,1,2,5,7,6,1,3,4,2,3,4,99,,2,3,4,2,,4,3,3,3,2,2,3,3,4,4,4,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,28,40,61,44,41,1,3,2,,2,,2,2,2,2,5,7,3,3,4,7,7,6,7,3,6,3,3,3,2,2,2,3,3,3,3,3,3,3,3,,,,,
1628,0,0,3,3,3,2,3,1,4,7,3,3,3,3,1,6,6,4,1,1,4,3,3,1,1,6,6,1,2,4,1,3,2,3,2,,3,2,,,12,1,14,5,,1,1,0,1,3,16,2,1,2,2,1,2,27,3,,3,4,4,5,1,2,1,3,1,2,2,2,1,1,2,,2,1,2,2,1,1,1,1,1,1,11,1,1,,,60,2,15,70,70,60,85,30,40,40,60,40,40,60,85,100,0,70,40,100,70,3,1,2,7,1,1,3,3,1,1,5,3,4,7,2,2,2,2,2,4,4,4,2,1,1,4,3,6,4,4,5,2,1,2,1,2,8,4,4,2,2,4,2,2,3,1,2,4,71,70,72,60,71,5,3,2,,1,1,2,2,2,2,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,5,2,3,4,3,5,2,5,1,5,,,,,
1629,0,0,3,3,6,3,1,4,7,7,1,2,2,2,2,1,7,5,1,1,3,4,3,2,7,5,2,3,1,4,2,2,4,1,2,,,1,4,,2,6,9,1,,1,1,0,1,2,1,1,1,1,5,1,3,14,4,0,3,1,1,2,1,2,1,3,1,2,1,2,2,,2,,2,2,2,2,2,2,2,1,2,2,21,,2,,,0,100,50,17,0,0,31,16,70,60,50,15,47,0,50,50,78,81,0,98,0,2,1,1,5,1,1,4,2,1,1,2,2,6,1,2,1,5,6,2,5,4,1,2,1,5,4,1,5,5,3,2,2,2,1,2,3,5,2,3,1,3,3,4,1,2,1,1,2,78,35,7,0,89,3,1,2,,2,,2,2,2,2,2,6,2,3,2,6,4,2,6,4,7,4,3,2,3,4,3,4,5,2,4,2,4,1,4,,,,,
1630,0,0,3,1,1,3,3,6,3,4,3,1,1,1,1,2,2,3,1,1,3,3,2,1,1,2,6,1,1,4,1,1,1,4,2,,3,2,,,7,6,12,1,,5,1,0,1,2,1,1,2,2,1,1,2,13,2,0,4,4,4,4,3,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1631,0,0,3,2,6,3,3,4,3,4,3,3,3,3,3,6,4,3,2,2,4,2,1,1,2,4,3,1,1,4,2,3,1,3,2,,2,2,,,,1,14,1,,3,4,3,1,3,14,2,1,1,3,1,3,,2,0,3,3,4,4,1,2,2,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1632,0,0,3,5,4,1,4,4,4,7,2,3,1,1,1,7,4,3,2,2,4,2,2,1,4,5,2,1,1,1,3,3,2,3,1,3,1,1,1,,4,6,10,1,,6,1,0,1,2,1,4,2,1,1,1,2,3,2,1,3,3,3,3,1,2,1,2,2,2,2,2,2,,2,,2,2,1,1,2,2,1,1,4,4,41,1,1,1,,51,51,50,50,50,50,83,49,51,48,50,48,54,50,50,50,50,51,51,51,51,5,3,4,7,4,1,3,3,3,3,3,3,4,,1,3,2,1,,1,2,1,2,3,3,2,2,7,4,1,2,1,1,2,1,1,5,3,3,3,3,3,3,3,3,3,2,4,52,53,50,52,51,,,1,2,1,2,1,1,3,2,4,1,1,3,7,4,4,4,4,4,4,4,3,3,5,3,3,3,3,3,3,3,3,2,3,,,,,
1633,0,0,3,4,1,1,2,4,4,6,1,2,3,3,1,4,7,3,1,1,2,2,2,1,4,1,2,1,2,2,2,4,3,1,1,3,1,1,1,,8,1,10,1,,6,1,2,1,2,26,3,1,2,3,1,2,16,4,0,2,3,3,4,1,1,1,3,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1634,0,0,3,2,2,3,3,7,2,1,1,2,2,3,3,7,4,4,1,1,3,4,2,1,2,2,2,2,1,4,3,2,1,5,2,,2,2,,,7,4,14,1,,5,1,0,1,2,2,2,1,2,1,1,3,,2,0,5,4,5,5,,2,2,2,1,1,2,2,2,,2,,2,2,2,2,1,2,1,1,1,1,11,1,1,,,85,0,,50,60,40,60,30,40,40,50,40,60,60,60,50,,60,50,60,60,5,1,1,2,3,1,3,3,3,2,5,5,4,5,2,2,2,1,2,6,4,1,2,4,2,2,5,4,2,2,4,2,2,2,1,3,10,2,4,2,1,1,1,3,3,4,2,2,50,86,60,15,40,,,1,1,1,1,1,3,3,3,4,4,2,2,5,5,2,2,5,3,4,4,2,2,4,5,2,2,5,2,3,2,4,4,4,,,,,
1635,0,0,3,1,1,1,1,2,3,4,1,2,2,1,1,7,7,1,1,1,4,4,2,1,7,6,1,1,1,2,4,2,1,5,2,,3,1,4,,1,6,9,1,,5,4,0,1,2,18,1,2,2,3,1,2,11,2,0,3,4,2,1,1,2,2,3,2,2,2,2,2,,2,,2,2,1,2,1,2,1,1,1,1,11,2,2,2,,85,10,100,100,85,96,100,70,50,100,100,70,100,100,100,100,100,100,100,70,100,2,1,2,3,4,1,3,1,3,1,4,3,4,7,2,2,4,1,2,1,1,1,3,5,1,2,5,7,4,2,1,2,2,2,1,3,8,3,2,5,2,5,2,4,4,4,4,2,100,100,100,100,100,,,2,,1,2,1,2,3,3,2,1,2,2,5,1,4,3,4,2,2,1,3,2,5,5,2,2,5,2,5,1,4,3,5,,,,,
1636,0,0,1,4,2,5,3,1,1,7,3,1,1,1,1,1,4,5,1,1,2,5,3,1,4,1,5,1,2,4,4,3,2,4,1,3,1,1,4,,2,6,10,4,,5,1,0,1,2,7,1,2,2,3,1,3,22,2,0,3,3,3,5,1,2,2,3,2,2,2,2,2,,2,,2,2,2,2,2,2,1,0,,,,,,,,15,0,100,50,50,50,0,100,50,50,50,50,30,15,100,50,50,0,50,50,100,4,3,4,6,1,1,4,1,5,1,1,1,99,,1,3,2,4,,1,3,3,3,3,3,3,3,4,4,4,1,2,2,1,2,3,2,3,3,3,3,3,3,3,3,1,1,2,85,85,100,40,30,,,1,1,1,1,2,3,3,3,6,3,2,2,7,7,7,4,7,2,4,4,1,1,1,5,1,1,1,1,1,1,1,4,1,,,,,
1637,0,0,3,5,4,1,3,7,7,7,1,2,1,2,3,7,7,5,1,1,1,3,3,1,7,1,1,2,2,2,1,5,5,1,1,3,1,1,2,,7,5,10,1,,1,1,0,1,2,1,1,2,1,5,1,3,17,4,7,3,2,2,2,1,2,1,5,2,2,2,2,2,,2,,2,2,1,2,1,2,,0,,,,,,,,0,50,50,0,0,0,50,0,0,50,50,0,50,0,100,50,100,50,0,50,0,5,1,1,7,4,1,5,1,5,1,1,1,4,0,1,3,1,4,2,1,5,1,1,1,5,5,1,7,1,7,5,2,2,1,2,1,1,1,5,1,5,1,1,1,1,1,1,5,0,0,0,0,50,1,1,3,1,3,1,3,1,1,2,1,7,1,1,1,7,7,1,7,1,7,1,5,5,5,1,5,5,1,5,1,5,1,1,1,,,,,
1638,0,0,3,3,5,1,3,4,4,5,3,3,3,3,3,4,5,4,2,1,2,3,2,1,4,1,2,1,2,1,3,2,2,2,1,2,1,1,1,,9,1,8,1,,5,1,0,1,3,10,2,1,1,1,1,3,21,3,0,5,4,4,4,1,2,2,2,1,2,2,2,2,,2,,2,2,1,2,1,2,2,1,2,2,20,2,2,,,30,60,70,50,50,50,85,70,85,60,50,30,50,85,85,85,70,85,50,70,40,3,1,1,6,4,4,3,2,3,4,2,3,5,1,2,3,4,6,2,4,5,2,3,3,3,3,3,4,2,4,4,2,2,1,1,2,6,2,5,2,2,4,3,3,3,3,2,2,59,70,60,62,60,,,2,,2,,2,2,2,2,2,3,1,1,2,3,2,2,2,2,3,2,3,3,4,4,3,3,4,3,4,3,3,3,4,,,,,
1639,0,0,3,3,2,2,2,6,4,6,3,3,3,1,1,6,4,3,1,2,4,4,1,1,2,5,5,1,1,3,3,3,2,2,1,1,2,1,3,,8,1,13,1,,1,1,5,1,3,6,2,1,1,2,1,2,23,2,0,4,3,5,5,1,1,2,3,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,1,1,10,,,,,70,15,40,50,50,50,60,40,60,70,70,70,50,70,70,70,50,70,70,50,60,4,1,2,6,6,2,3,3,3,2,4,2,4,,2,3,4,2,2,4,2,2,4,4,2,2,4,4,4,4,4,2,2,2,1,3,9,3,3,5,3,5,4,3,3,2,4,4,75,73,71,41,70,5,4,2,,1,1,1,1,1,2,4,4,4,2,4,4,4,4,4,4,4,4,3,2,3,5,3,3,5,2,4,2,5,1,5,,,,,
1640,0,0,3,4,5,3,3,4,5,7,1,2,3,,1,2,6,4,1,1,3,2,2,1,4,1,1,1,,4,2,5,4,1,1,1,2,1,4,,10,1,13,5,,1,1,0,1,3,40,3,1,1,4,1,3,,4,0,2,2,3,3,1,2,2,1,2,2,2,2,2,,2,,2,2,1,2,2,2,,1,,,,2,2,,,0,60,50,60,40,40,70,40,60,60,40,50,40,50,70,70,40,100,50,100,50,5,1,1,6,4,1,5,1,3,2,2,3,4,1,2,3,4,6,2,1,5,2,2,1,2,3,3,5,4,4,5,1,2,2,1,3,7,4,5,1,4,3,3,4,4,1,3,2,40,70,50,0,50,5,4,2,,1,2,2,2,2,2,4,5,4,1,4,5,3,3,2,3,3,2,3,4,3,4,3,4,4,3,4,3,5,1,5,,,,,
1641,0,0,3,3,4,3,3,4,6,6,,2,,,1,7,4,4,1,1,2,4,3,1,1,1,6,1,1,4,1,1,2,2,2,,3,2,,,6,4,10,1,,1,1,0,1,2,34,2,1,2,1,1,3,7,4,4,3,5,3,3,2,1,1,3,1,2,2,2,2,,2,,2,1,2,2,2,2,4,1,1,1,11,,,,,69,2,1,41,28,69,94,5,31,52,99,7,85,91,26,97,0,91,93,96,51,4,1,1,7,2,1,2,4,3,3,3,3,4,2,2,1,1,1,2,5,3,2,4,2,5,5,2,4,4,1,5,1,2,1,1,2,8,1,4,2,1,5,2,2,2,2,3,4,91,91,88,89,83,2,2,2,,1,2,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,5,1,2,5,1,5,1,3,1,4,,,,,
1642,0,0,3,3,6,2,3,3,4,5,3,2,3,3,3,5,3,4,1,1,4,3,2,1,4,6,3,1,1,4,1,1,2,2,2,,2,1,4,,4,1,15,1,,1,1,0,1,2,1,1,1,1,2,1,3,27,4,1,3,3,3,3,1,2,2,3,2,2,2,2,2,,2,,2,2,2,2,1,2,4,1,1,1,10,2,3,,,30,30,15,30,40,15,50,50,50,40,60,40,70,70,50,60,40,85,60,70,40,3,1,1,7,1,2,4,3,3,2,2,2,5,0,1,1,4,1,2,5,2,1,3,3,2,4,4,6,2,4,5,1,2,2,2,3,10,3,3,2,3,4,3,3,2,1,1,4,30,60,70,30,50,5,4,1,1,1,2,2,3,3,3,4,4,2,3,4,4,4,2,4,3,5,4,2,3,5,5,2,3,5,2,5,2,4,3,5,,,,,
1643,0,0,4,4,7,3,2,4,99,4,1,3,3,3,1,2,7,2,2,2,4,3,2,1,3,5,1,1,1,1,3,4,2,1,1,2,1,1,1,,13,1,14,5,,1,1,0,1,3,12,2,1,2,3,1,2,20,3,1,3,2,3,4,1,2,1,2,1,2,2,2,2,,1,2,2,1,1,2,2,2,4,1,,2,21,,2,,,40,70,52,52,52,33,73,72,70,68,61,67,63,48,94,62,72,81,52,72,51,1,1,1,6,3,1,5,3,2,4,2,2,99,3,2,1,4,4,2,4,4,3,1,2,3,2,4,6,3,3,4,2,2,2,1,3,2,3,5,1,3,2,2,2,2,1,2,2,52,72,45,40,87,3,4,2,,2,,2,2,2,3,4,4,5,3,3,5,5,3,5,3,3,4,2,3,4,5,3,4,5,2,4,3,5,1,5,,,,,
1644,0,0,3,4,7,1,3,1,6,4,1,2,2,3,2,2,7,4,1,1,3,2,3,1,7,1,1,4,3,3,1,4,5,1,1,2,1,1,1,,9,6,10,1,,1,1,0,1,2,14,1,2,1,2,1,3,17,3,0,1,2,2,3,1,1,2,3,1,2,2,2,2,,2,,2,2,1,1,2,2,2,1,2,2,21,2,2,,,15,70,100,40,15,60,70,60,100,60,40,40,30,15,100,100,50,85,15,40,15,2,1,1,6,2,4,5,2,2,2,2,2,6,1,2,2,4,4,2,4,5,5,1,1,5,3,3,6,1,7,5,2,2,1,2,2,2,2,4,2,3,2,2,1,2,1,2,2,60,30,40,40,70,3,3,2,,1,2,2,1,1,2,2,5,2,2,1,6,5,2,6,2,7,1,4,5,5,4,5,4,4,4,2,5,5,1,5,,,,,
1645,0,0,3,3,3,1,3,4,4,4,1,2,1,1,3,4,4,3,1,1,2,2,1,1,1,6,4,1,1,3,2,3,1,4,1,3,2,1,4,,11,4,14,6,,1,1,0,2,2,10,1,2,2,4,1,3,13,3,0,3,4,4,5,1,2,2,2,1,2,2,2,2,,2,,2,2,2,2,1,2,4,1,1,1,11,1,,,,100,0,70,85,70,70,85,85,70,100,85,70,50,85,85,85,50,85,85,85,70,3,1,1,4,1,1,4,1,1,3,2,4,4,4,2,1,4,1,1,1,5,3,2,2,2,3,2,6,4,7,5,1,1,2,1,3,8,4,2,4,4,4,4,1,2,1,1,4,75,70,54,18,87,4,4,1,2,2,,1,3,2,3,4,4,6,4,4,4,4,4,4,4,5,4,2,3,2,3,2,2,2,2,3,2,4,1,4,,,,,
1646,0,0,3,3,3,3,3,1,5,7,1,2,3,2,2,1,7,3,1,1,2,2,3,1,4,1,5,2,1,4,1,3,3,2,2,,3,2,,,10,4,13,1,,1,1,1,1,2,40,2,2,1,3,1,3,24,3,1,3,3,2,4,1,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,1,1,2,2,21,1,3,,,0,85,30,30,40,70,70,50,40,60,50,15,40,40,70,50,60,70,50,70,15,3,3,4,6,1,1,5,1,2,1,4,2,4,1,2,1,2,6,2,4,2,2,2,1,4,5,2,6,2,4,5,1,1,2,1,2,6,4,4,4,4,4,2,4,4,2,3,2,50,50,50,30,50,3,3,2,,2,,2,2,2,2,3,5,3,2,2,4,2,2,2,2,4,2,3,4,4,4,3,4,4,4,4,3,4,3,5,,,,,
1647,0,0,3,3,2,1,3,6,99,1,3,1,1,2,3,1,6,5,1,1,1,5,1,1,1,1,5,4,3,1,2,3,1,3,1,1,1,1,1,,7,1,14,1,,2,1,1,1,1,40,1,1,1,4,5,3,21,1,0,3,3,4,4,1,2,2,3,1,2,2,2,2,,2,,2,2,2,2,1,2,1,1,1,1,11,2,1,,,85,15,84,50,82,85,60,31,29,51,50,50,30,50,84,51,51,50,50,70,61,3,3,4,5,1,1,4,3,5,3,4,4,3,6,1,2,4,2,2,4,2,3,2,2,2,2,4,4,4,2,1,2,1,1,2,2,9,2,3,3,3,2,3,2,3,1,1,4,42,39,68,39,57,,,1,1,1,1,1,3,3,2,3,4,6,1,5,5,6,1,1,3,2,2,1,2,3,4,2,2,3,2,2,2,5,6,5,,,,,
1648,0,0,3,5,7,1,2,1,3,7,1,2,3,3,2,1,7,4,1,1,3,2,2,2,7,1,1,1,3,2,1,5,4,1,1,3,1,1,1,,10,4,13,5,,1,1,0,1,3,40,2,2,1,5,1,3,8,4,3,2,2,3,2,1,2,2,2,1,2,2,2,2,,2,,2,2,1,2,2,2,,1,2,2,21,2,2,,,0,100,100,16,0,50,100,61,100,70,0,16,60,0,100,100,100,100,40,70,0,1,1,1,7,1,1,5,1,1,4,1,1,6,3,3,2,1,7,2,4,5,4,1,2,5,4,2,7,2,4,5,2,2,2,2,4,9,3,4,1,4,2,2,2,2,1,1,1,100,70,70,0,100,1,2,3,1,2,,2,1,1,2,2,5,2,2,1,7,4,1,5,1,7,1,5,5,5,4,5,4,5,5,2,5,5,1,5,,,,,
1649,0,0,3,4,7,2,3,4,6,7,1,2,2,3,3,2,7,2,2,2,4,4,1,2,4,1,1,1,3,2,3,3,4,1,1,3,2,1,2,,3,6,13,1,,1,1,0,1,2,24,2,1,2,3,1,3,18,3,2,4,3,2,4,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650,0,0,3,4,7,2,2,1,7,7,1,2,2,2,2,6,7,5,1,1,2,3,3,2,6,1,1,1,2,3,1,5,4,1,1,2,2,2,,,12,1,15,5,,1,1,0,1,3,13,2,1,2,5,1,3,27,3,,2,3,2,3,1,2,2,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,2,1,2,2,20,2,2,,,0,60,50,50,1,16,85,60,90,35,75,20,70,0,100,80,75,85,50,85,0,2,1,1,7,4,1,5,2,2,4,3,1,6,7,1,2,6,6,2,6,5,3,1,1,5,4,2,6,2,4,5,2,2,2,1,2,2,1,4,1,2,2,3,2,2,1,1,2,85,70,41,1,85,1,3,3,2,2,,2,1,1,2,2,5,2,2,1,5,2,1,5,1,6,1,3,3,4,4,3,3,4,2,1,2,5,2,5,,,,,
1651,0,0,3,5,5,2,2,1,7,7,1,2,3,2,2,2,7,5,1,1,3,2,3,1,4,2,2,1,2,4,1,3,4,1,2,,3,2,,,12,4,9,1,,1,1,0,1,2,1,1,2,1,4,1,3,15,4,0,2,3,3,3,1,2,2,2,2,2,2,2,2,,2,,2,2,2,2,2,2,4,1,2,2,21,2,2,,,0,100,60,50,50,50,70,60,60,30,50,30,70,50,70,70,70,85,50,70,0,2,1,1,7,1,2,5,2,1,1,3,2,5,5,2,1,6,7,2,6,2,2,1,1,5,5,1,6,1,4,5,2,2,1,2,4,8,2,5,1,3,3,3,3,3,1,1,2,50,50,50,0,50,5,3,2,,2,,2,2,3,3,2,4,1,1,2,4,3,1,4,2,4,1,3,3,4,4,3,4,5,3,4,3,5,4,5,,,,,
1652,0,0,3,4,5,2,1,1,6,4,1,3,3,3,2,2,7,4,1,1,2,4,2,1,7,1,1,1,3,4,1,4,4,1,1,3,2,1,4,,8,6,10,4,,1,1,0,2,2,11,3,1,1,3,1,3,9,4,3,2,2,2,3,1,2,2,3,1,2,1,2,2,,2,,2,2,2,2,1,2,4,1,2,2,21,,,2,,0,85,50,30,30,30,70,50,50,85,50,50,40,30,85,50,70,40,50,50,30,1,1,1,2,4,4,5,2,5,2,1,1,6,3,1,1,1,6,2,7,3,2,1,1,5,5,1,4,4,6,5,2,2,1,2,2,1,3,4,1,5,2,2,4,4,1,1,4,50,50,50,20,50,1,2,2,,2,,2,2,2,2,4,5,2,1,3,3,4,3,4,2,5,1,3,3,4,3,4,4,3,2,3,3,5,2,5,,,,,
1653,0,0,3,5,7,2,2,1,7,7,1,2,3,3,2,1,7,4,1,1,3,3,1,1,7,1,5,1,2,3,1,5,4,1,2,,3,1,3,,5,4,13,1,,1,4,1,1,2,12,2,1,1,4,1,3,18,3,1,2,2,2,2,1,2,2,2,2,2,2,2,2,,2,,2,2,2,2,1,2,2,1,2,2,21,1,2,,,15,100,74,20,17,16,60,70,83,61,29,40,83,35,85,61,85,84,40,72,5,1,1,2,7,1,6,5,2,1,1,1,1,6,5,2,3,7,6,2,4,1,2,1,1,5,4,2,6,1,2,4,2,2,1,1,4,7,2,2,3,2,4,2,3,2,1,2,1,85,70,34,30,88,3,2,2,,2,,2,2,2,2,2,5,3,2,2,6,5,2,5,1,7,2,3,3,4,2,2,4,4,2,2,2,4,2,5,,,,,
1654,0,0,3,2,1,2,3,6,6,2,1,2,3,2,1,4,4,2,1,1,3,4,1,1,1,2,1,3,2,2,1,2,2,2,2,,3,1,4,,11,1,9,5,,5,4,0,1,3,40,2,1,1,3,1,3,12,2,0,3,2,2,2,1,2,2,2,1,2,2,2,2,,2,,2,2,2,2,2,2,5,0,,,,,,,,86,2,70,71,30,0,62,60,61,85,51,61,51,15,84,51,39,50,51,86,15,4,1,1,2,1,1,4,3,1,5,5,5,4,,2,2,4,1,1,2,4,4,5,5,4,5,5,6,4,5,4,2,2,1,2,2,9,5,4,4,5,3,3,3,3,1,2,1,51,60,85,52,51,,,2,,2,,2,3,3,3,5,3,1,3,7,7,3,3,5,3,4,4,2,1,3,3,2,2,3,3,3,2,4,4,4,,,,,
