V160101f,V160102f,V161024x,V161140x,V161158x,V161188,V161192,V161194x,V161198,V161204x,V161208,V161209,V161210,V161211,V161212,V161213x,V161214x,V161215,V161216,V161217,V161218,V161219,V161220,V161221,V161225x,V161227x,V161228x,V161229x,V161231,V161232,V161233x,V161235x,V161236,V161237,V161241,V161242,V161243,V161244,V161245,V161267x,V161268,V161270,V161276x,V161310x,V161316,V161324,V161326,V161327,V161331x,V161334,V161340,V161342,V161343,V161344,V161345,V161361x,V161362,V161496,V161507,V161508,V161509,V161510,V161511,V161515,V161516,V161522,V162010,V162011,V162012,V162013,V162014,V162014a,V162016,V162016a,V162018a,V162018b,V162018c,V162018d,V162018e,V162019,V162030x,V162031x,V162062x,V162066x,V162067x,V162068x,V162069x,V162078,V162079,V162095,V162096,V162097,V162098,V162099,V162100,V162101,V162102,V162103,V162104,V162105,V162106,V162107,V162108,V162109,V162110,V162111,V162112,V162113,V162123,V162125x,V162136x,V162147x,V162150x,V162157,V162158,V162160,V162168,V162169,V162170,V162171,V162174a,V162178,V162179,V162180x,V162188x,V162191a,V162193x,V162207,V162209,V162210,V162211,V162212,V162213,V162214,V162229x,V162230x,V162231x,V162238x,V162239,V162240,V162241,V162242,V162254,V162255x,V162262,V162263,V162266,V162268,V162269,V162270,V162271,V162272,V162273,V162274,V162290,V162310,V162311,V162312,V162313,V162314,V162316,V162317,V162318,V162319,V162320,V162321,V162322,V162323,V162324,V162325,V162345,V162346,V162347,V162348,V162349,V162350,V162351,V162352,V162353,V162354,V162355,V162356,V162357,V162358,V162359,V162360,V162361,V162362,V162363,V162364,V162365,V162366,V162367,V162368,V162369,V168112,V168113
0.922,0.9440000000000001,4,4,6,2,2,4,7,6,1,2,1,2,3,6,6,4,1,1,3,2,3,2,6,2,5,1,1,2,2,-8,3,1,1,3,2,1,2,11,3,9,5,1,1,0,1,2,30,3,1,2,2,1,2,20,3,13,3,4,5,3,1,2,2,1,1,2,2,2,2,-1,2,-1,2,2,2,2,1,2,1,1,2,21,3,3,-1,0,70,60,50,60,85,100,50,85,85,50,60,60,40,85,50,85,70,50,50,40,2,1,7,6,2,5,2,2,1,1,1,5,3,2,1,2,4,2,4,4,3,2,1,4,4,2,4,4,4,5,2,2,1,1,2,3,4,2,1,4,3,3,3,3,1,1,4,85,60,70,40,85,3,3,3,2,1,3,2,2,1,2,4,5,2,3,3,5,4,3,6,5,7,2,3,3,4,3,2,3,3,2,4,2,-4,3,5,3,2
0.573,0.523,3,3,6,2,3,6,7,6,1,2,1,2,1,6,7,3,1,2,3,3,1,2,4,3,4,1,1,4,1,5,4,2,2,-1,3,2,-1,4,6,12,1,1,1,0,1,2,10,1,2,2,4,1,2,3,3,0,3,4,4,4,1,2,2,3,1,2,1,2,2,-1,2,-1,2,1,1,1,1,2,2,1,2,21,2,2,-1,5,95,10,40,70,75,50,40,60,90,100,60,90,40,50,90,40,100,90,90,10,3,1,6,1,1,4,1,1,1,2,1,3,0,2,1,2,6,2,4,2,1,4,1,4,3,2,5,4,3,5,1,2,2,1,3,6,3,2,2,4,2,2,1,2,1,2,2,50,50,40,15,95,2,2,2,-1,2,-1,2,2,2,2,2,5,2,2,2,5,4,2,6,2,6,2,4,4,4,3,1,3,5,3,5,1,-4,1,4,3,3
2.98,2.907,3,4,5,3,3,4,99,4,1,2,1,1,1,7,5,4,1,1,4,3,3,1,4,5,3,4,2,4,2,3,1,3,2,-1,2,1,4,9,1,10,1,1,1,0,1,3,20,2,2,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,1,10,2,-1,-1,60,0,998,50,60,50,85,15,40,50,70,40,15,50,100,70,50,100,70,85,85,2,1,6,2,1,3,3,4,2,4,3,99,6,2,3,2,1,-1,6,2,2,3,2,2,3,4,5,2,2,4,2,2,2,1,3,6,2,2,3,3,3,4,1,2,1,2,2,60,40,60,15,85,3,3,1,2,1,2,1,3,3,3,3,4,5,2,5,6,6,3,6,2,7,1,3,1,4,3,2,3,4,1,4,1,-4,1,5,4,3
0.5589999999999999,0.564,3,3,5,4,3,6,6,4,1,2,3,1,1,3,5,4,1,1,3,2,2,1,4,2,-8,1,2,4,3,4,2,2,1,2,1,1,1,11,3,14,5,1,1,0,1,3,26,3,2,2,4,3,3,15,2,1,2,3,-9,4,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,1,1,2,2,1,1,2,20,2,2,-1,15,60,70,40,40,40,60,60,70,60,40,40,70,60,85,85,40,85,30,60,40,4,1,5,1,1,4,3,3,2,2,2,6,-1,1,2,5,4,2,3,4,2,2,2,3,4,2,4,4,5,5,2,2,2,1,3,7,4,4,2,3,4,3,3,2,2,2,2,85,85,70,40,85,3,4,2,-1,2,-1,2,2,2,2,3,4,3,3,2,3,2,3,4,2,5,2,3,3,4,4,2,4,5,2,4,2,-4,2,5,3,2
1.103,1.2919999999999998,3,4,5,1,1,6,7,4,1,2,1,3,3,2,7,4,1,1,2,2,1,2,4,1,1,1,2,2,-1,4,4,2,1,2,2,2,-1,10,1,8,1,6,1,0,1,2,1,1,2,1,1,1,3,13,3,-9,2,4,3,3,1,1,2,2,1,2,2,2,2,-1,2,-1,2,2,2,2,2,2,1,1,2,21,2,2,-1,0,60,100,50,15,50,100,85,100,60,50,60,85,50,100,100,70,85,0,85,15,2,1,6,1,2,3,2,1,1,2,1,6,4,2,3,4,5,2,2,3,2,1,2,2,4,2,6,1,1,5,2,2,1,2,4,3,3,2,2,4,2,2,3,2,1,1,2,100,100,100,0,100,-1,-1,2,-1,2,-1,2,2,2,2,3,3,2,2,2,2,2,2,5,1,7,1,3,3,3,3,3,3,4,2,3,1,-4,4,4,3,3
0.904,0.904,1,5,5,1,1,7,7,7,3,2,1,2,1,7,7,5,1,1,1,3,3,-8,2,6,2,1,1,1,3,5,5,1,2,-1,2,1,5,4,6,7,1,4,1,0,2,2,1,1,2,1,3,1,3,9,4,-9,1,2,3,3,1,2,2,1,1,2,1,2,2,-1,2,-1,2,2,2,1,1,2,-1,-1,-1,-1,-1,-1,-1,0,85,999,50,50,70,100,60,999,50,50,50,60,0,60,50,85,100,50,70,50,3,2,6,1,1,4,1,1,1,1,1,99,0,3,1,4,2,-1,1,3,2,1,1,5,5,1,7,4,6,2,2,2,1,3,-8,2,4,1,1,5,1,1,1,2,1,1,2,50,50,50,0,50,-1,-1,3,2,2,-1,2,2,2,2,2,4,4,4,4,4,4,4,7,4,4,4,4,3,3,3,1,3,3,5,2,3,-4,4,3,4,3
0.231,0.21899999999999997,1,3,4,1,1,6,5,7,1,3,1,1,3,1,6,3,2,2,4,2,1,1,7,6,5,1,1,3,1,3,2,2,1,2,2,1,2,11,4,13,1,1,1,0,1,2,2,1,1,-9,1,1,3,-9,-9,0,1,4,3,4,1,1,2,3,1,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,30,60,60,60,70,50,70,60,40,50,85,40,70,85,85,85,999,85,70,50,70,4,1,7,1,1,5,2,2,1,2,1,2,-1,2,1,4,1,-1,1,1,2,3,1,5,4,2,5,4,4,5,2,2,2,1,3,8,5,3,2,4,3,3,2,4,3,2,2,85,85,85,0,85,1,4,2,-1,1,3,2,2,2,2,3,3,3,2,4,4,4,3,4,4,5,3,3,4,4,-9,4,4,4,-9,4,3,-4,3,5,-1,-1
1.073,1.031,3,4,4,2,1,6,99,4,1,2,1,1,1,4,6,3,1,1,2,4,2,1,4,4,2,1,1,2,1,3,2,2,1,3,2,1,2,3,6,9,1,1,1,1,1,2,13,1,2,2,2,1,2,17,2,0,3,3,4,5,1,2,2,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,1,-9,-1,-1,-1,-1,15,70,85,50,50,50,100,60,50,40,100,60,100,50,85,100,50,100,100,100,50,2,1,7,1,1,4,4,3,2,2,1,4,4,1,1,3,6,1,2,4,1,2,4,4,4,2,6,1,3,5,2,2,1,1,2,4,2,4,2,2,2,4,2,2,1,2,2,50,50,50,0,50,3,3,1,3,1,2,1,1,3,3,2,3,2,2,3,5,3,3,5,2,5,2,2,2,3,4,1,3,4,1,3,1,-4,1,5,3,3
1.048,1.001,3,2,3,1,4,7,2,1,1,1,3,1,1,5,1,4,2,1,3,4,1,1,1,6,6,1,1,4,4,2,2,5,1,1,3,2,-1,12,1,14,5,1,1,0,1,3,30,3,1,1,1,1,1,17,1,0,4,5,5,5,2,2,2,2,1,2,2,2,2,-1,2,-1,2,1,2,2,1,1,1,1,1,11,1,-1,-1,85,0,30,100,100,85,100,70,0,60,100,15,50,85,60,100,0,85,85,100,85,3,4,7,1,1,4,3,3,2,5,5,1,7,1,1,1,1,2,1,2,1,2,5,1,1,5,6,4,1,1,3,1,2,1,3,10,2,5,5,1,5,5,4,4,4,4,2,100,100,100,100,90,5,4,1,1,1,1,1,3,3,3,2,1,1,1,4,3,2,1,6,6,2,3,1,2,3,5,1,1,5,1,5,1,-4,1,5,1,2
2.036,2.0269999999999997,4,3,4,2,3,2,5,7,1,2,3,1,3,1,6,5,1,1,2,2,3,1,4,1,1,4,3,4,1,3,4,1,1,3,1,1,1,11,1,9,5,1,1,0,1,2,40,2,1,2,2,1,2,22,3,0,2,2,2,5,1,1,1,1,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,1,1,-9,-1,-1,-1,-1,30,60,85,60,40,60,60,40,70,60,40,60,50,60,100,70,50,100,15,70,50,2,1,7,1,1,5,2,2,5,1,1,6,1,3,3,6,4,2,2,1,2,5,1,4,4,2,5,4,2,5,2,3,3,3,2,-8,2,2,1,3,2,2,2,2,1,1,2,60,60,60,40,60,2,3,2,-1,2,-1,2,2,3,2,3,5,4,4,3,6,3,3,3,1,4,1,3,3,4,5,4,3,4,3,4,4,-4,2,5,2,2
1.006,0.9329999999999999,3,2,2,1,3,7,4,7,1,2,3,3,3,4,4,4,1,1,3,2,2,2,2,3,3,1,1,3,3,2,2,3,2,-1,2,1,4,5,1,14,1,1,1,2,1,3,12,2,2,2,1,1,3,22,4,0,3,5,4,5,1,2,1,2,1,2,2,2,2,-1,2,-1,2,2,2,1,2,2,-8,0,-1,-1,-1,-1,-1,40,60,15,70,60,70,100,40,40,85,100,70,85,100,85,100,50,85,100,70,85,5,2,6,1,1,3,3,2,1,4,2,2,1,2,3,2,2,-1,7,2,2,5,2,2,4,4,6,4,2,5,2,1,2,1,1,8,2,2,2,2,5,5,4,3,1,1,1,50,50,50,30,50,3,2,2,-1,1,1,2,2,2,3,2,5,1,3,6,5,2,2,2,2,4,4,3,2,4,4,2,2,4,1,5,1,-4,1,4,4,3
0.337,0.0,3,4,7,1,3,7,7,7,1,2,1,1,1,1,7,5,1,1,2,2,3,2,7,1,1,4,2,2,1,5,4,1,1,3,1,1,1,10,1,13,1,1,1,0,1,2,40,2,2,1,4,1,3,24,4,0,2,3,2,4,1,1,2,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,2,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
1.022,0.978,3,3,7,1,3,4,4,4,1,3,3,3,2,2,6,4,1,1,3,2,1,-8,7,1,-8,2,2,3,1,5,4,2,1,3,1,1,1,12,1,10,5,1,1,0,1,3,12,3,1,2,5,1,3,-9,3,-9,2,3,4,4,1,2,2,2,1,2,2,2,2,-1,2,-1,2,2,2,2,2,2,2,1,2,21,2,-1,-1,0,100,85,60,60,50,85,85,85,70,70,70,85,70,70,85,70,100,50,50,50,1,1,7,2,1,3,2,3,1,2,2,6,2,2,2,5,7,2,5,3,4,1,2,3,2,4,4,4,4,4,2,1,2,1,1,6,4,2,1,2,4,2,1,4,1,3,2,100,100,100,85,100,2,3,2,-1,2,-1,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,5,5,5,4,4,5,4,5,4,-4,1,5,3,3
0.247,0.242,3,5,5,2,1,1,7,2,1,2,2,2,2,1,7,5,1,1,2,2,3,2,7,1,1,4,3,2,1,5,3,1,1,3,1,1,2,11,1,13,5,1,1,2,1,2,11,2,2,1,4,1,3,17,4,0,2,5,3,3,1,2,2,3,2,2,2,2,2,-1,2,-1,2,2,1,1,2,2,-1,1,2,21,-1,2,-1,0,100,100,0,15,15,60,60,100,60,0,85,50,60,100,70,100,100,0,60,0,1,1,7,7,1,5,1,3,3,1,1,6,2,3,3,7,4,2,7,5,4,1,1,5,5,3,7,1,4,5,2,2,2,1,4,1,5,1,1,5,5,3,4,4,1,1,2,60,60,60,60,60,4,1,3,1,2,-1,2,1,2,3,1,6,2,2,1,6,1,1,4,1,6,1,4,4,-9,4,4,4,4,4,-9,4,-4,3,3,1,1
0.542,0.5379999999999999,3,2,6,4,3,3,1,6,3,2,1,1,3,2,2,4,1,1,2,4,1,1,3,6,1,4,3,1,4,3,1,1,1,2,1,1,1,6,5,13,1,1,1,2,1,3,5,2,2,2,1,1,3,11,3,0,2,2,2,2,1,2,2,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,4,0,-1,-1,-1,-1,-1,60,15,85,40,50,40,100,50,60,50,50,50,50,100,100,50,50,40,50,50,50,3,4,6,4,1,3,3,5,1,2,1,4,7,1,2,5,1,2,2,5,5,1,3,2,4,2,7,1,4,4,2,2,1,3,-8,-8,4,5,4,1,-8,4,3,3,3,3,2,100,100,100,100,100,5,3,1,3,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,-9,5,5,5,5,5,-9,-4,2,5,4,1
0.639,0.607,3,2,2,3,3,5,5,5,1,3,3,3,3,4,3,4,1,2,4,4,1,1,4,3,5,1,1,3,3,1,2,3,1,1,2,1,4,11,3,16,1,1,1,0,1,3,3,1,1,1,2,1,3,6,2,4,4,2,5,3,1,2,2,2,2,2,2,2,2,-1,2,-1,2,2,2,2,1,2,-1,1,1,10,1,-1,-1,60,15,15,50,50,50,50,40,50,60,50,15,60,60,50,60,0,70,50,70,40,5,2,6,2,2,2,4,3,3,4,4,2,7,1,1,3,1,2,3,2,1,2,5,2,4,5,7,1,4,2,2,2,2,1,4,10,2,2,2,2,4,4,1,2,2,2,2,50,60,50,30,60,3,4,3,2,1,2,2,3,3,3,4,5,4,5,4,5,4,4,5,4,5,4,2,2,4,4,2,3,4,1,4,2,-4,3,5,1,1
1.3219999999999998,0.0,2,3,3,2,1,6,4,1,1,3,1,1,1,1,7,4,1,1,3,2,2,1,1,5,1,1,1,2,4,3,2,2,1,3,2,2,-1,9,6,9,4,1,1,0,1,2,8,2,2,2,3,3,2,7,3,0,3,3,3,2,1,2,1,4,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-1,-1,-1,-1,-1,-1,-1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
0.613,0.638,3,4,7,3,1,2,6,4,1,2,2,3,3,1,7,4,1,1,2,4,3,1,4,1,1,4,3,3,1,4,4,1,1,3,1,1,1,8,1,11,1,1,1,0,1,2,40,2,1,1,5,2,3,21,4,1,2,2,2,2,1,2,1,3,1,2,1,2,2,-1,2,-1,2,2,1,2,2,2,2,1,2,21,2,2,-1,0,100,60,40,50,30,40,50,40,40,0,40,60,0,60,60,50,30,0,30,0,3,1,7,1,2,5,2,2,5,5,4,3,5,1,2,2,6,1,7,5,5,1,1,5,5,1,4,2,7,5,2,2,1,2,2,1,4,4,2,2,4,4,4,4,4,2,2,40,60,60,0,60,5,3,3,1,1,2,2,2,2,2,1,5,4,5,1,6,3,4,7,1,7,1,2,3,2,3,2,3,3,2,3,2,-4,6,3,2,2
0.982,0.996,3,3,3,1,1,4,99,4,1,3,3,3,1,1,7,2,2,2,4,3,1,2,4,6,6,1,1,2,4,3,1,5,2,-1,1,2,-1,7,4,4,6,5,1,0,1,2,3,1,2,1,2,1,3,5,2,0,2,4,1,1,1,1,2,1,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,4,0,-1,-1,-1,-1,-1,70,85,70,70,70,85,100,85,60,85,100,70,100,60,60,70,85,70,85,100,70,1,1,2,1,1,4,2,2,1,1,2,4,4,2,2,4,6,-1,4,2,2,2,1,2,3,1,2,1,4,4,2,2,1,2,2,10,3,1,1,4,2,1,1,1,1,1,2,50,70,60,50,70,-1,-1,1,1,1,1,2,3,3,3,2,3,2,3,4,4,2,2,4,2,3,2,2,1,2,1,1,2,2,2,2,2,-4,2,2,3,3
2.227,1.919,3,2,2,2,3,7,1,1,1,1,1,1,1,7,2,5,1,1,2,3,1,1,4,6,2,1,1,4,3,2,1,4,1,2,2,1,4,3,6,10,1,2,1,0,1,3,9,4,2,2,2,3,2,21,3,0,2,5,4,5,1,1,2,3,1,2,2,2,2,-1,2,-1,1,1,2,2,2,2,-1,1,1,11,1,1,-1,60,30,70,100,85,100,70,40,40,50,100,40,50,100,100,100,60,30,100,60,100,4,6,4,3,1,1,4,1,1,5,5,3,1,1,1,4,2,2,1,3,1,5,5,1,1,5,4,4,1,2,1,2,2,1,3,10,1,3,5,1,5,5,4,4,1,3,4,100,100,100,100,60,-1,-1,1,1,1,1,1,3,3,3,3,2,1,1,6,5,4,4,4,2,1,1,1,1,2,5,1,2,5,1,5,1,-4,3,2,1,1
1.249,1.3659999999999999,4,5,5,3,3,6,7,-8,1,2,3,3,3,-8,7,4,1,1,2,2,2,1,4,2,-8,-1,1,2,1,4,3,1,1,2,1,1,2,-1,1,8,5,1,1,0,1,2,12,3,2,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,2,1,2,2,2,2,-1,2,-1,2,2,1,2,2,2,4,1,2,21,2,2,-1,0,85,50,30,15,70,50,70,85,70,30,60,50,15,100,50,50,100,0,999,0,2,1,7,1,2,5,2,3,2,1,1,6,7,1,2,6,6,2,4,2,2,1,1,2,4,2,6,3,4,4,2,2,1,2,4,5,4,2,1,3,4,2,2,2,1,1,2,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,-5,1,2
0.252,0.235,3,4,7,1,1,4,5,4,1,3,1,1,1,4,7,3,1,1,2,2,2,2,4,1,2,2,1,2,1,4,2,2,1,2,2,1,2,3,6,11,1,1,1,1,1,2,2,1,2,2,4,2,3,9,4,3,2,3,4,4,1,1,1,1,2,2,2,2,2,-1,2,-1,2,2,1,2,2,2,-1,1,2,21,-1,2,-1,15,60,50,40,30,60,50,40,60,60,50,60,50,50,85,50,60,85,50,60,40,4,2,6,1,1,5,3,4,2,2,1,5,-1,2,3,4,4,2,4,2,2,2,1,5,5,3,6,2,4,5,2,1,1,1,2,8,2,3,2,4,4,3,3,3,1,2,2,70,70,70,60,70,4,3,3,3,1,2,2,3,3,3,1,3,1,1,2,5,3,3,4,3,6,4,4,3,3,4,4,3,4,2,4,4,-4,2,5,3,3
0.812,0.74,3,1,1,1,2,2,7,1,1,3,2,1,3,6,7,3,1,1,2,4,3,1,4,6,5,1,1,4,1,1,1,5,1,1,1,1,2,7,6,13,5,2,1,0,1,2,21,2,1,2,1,1,1,19,4,0,3,3,3,3,1,2,2,1,1,2,1,2,2,-1,2,-1,2,2,2,2,2,2,1,1,1,11,1,-1,-1,100,0,100,85,100,50,100,60,85,50,100,30,70,100,85,100,40,85,100,100,100,3,1,6,1,1,1,1,1,3,4,5,2,5,1,2,1,1,2,4,2,2,1,4,5,5,1,7,1,1,1,2,3,1,3,1,10,2,2,4,5,4,3,1,1,1,1,4,85,85,85,0,85,-1,-1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,1,4,3,4,1,1,2,2,3,1,-4,7,1,3,3
0.8170000000000001,0.753,3,5,7,2,2,7,6,7,1,2,3,3,1,1,7,5,1,1,2,4,1,2,4,1,1,1,2,3,1,3,5,1,1,2,1,1,1,9,6,11,1,1,1,0,1,2,23,2,1,1,5,5,3,14,4,0,5,4,5,5,1,2,2,4,1,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1,2,21,-1,2,-1,0,100,100,50,0,85,85,100,100,50,50,100,85,0,100,100,0,100,50,100,0,1,1,4,1,1,5,1,2,3,3,1,7,3,3,3,4,7,2,4,4,2,1,1,2,5,1,6,4,4,5,2,2,1,2,4,1,5,1,1,1,3,3,1,2,1,1,4,50,60,85,0,100,2,2,2,-1,2,-1,2,2,2,2,1,3,4,2,1,6,5,2,5,1,7,1,4,4,5,2,4,4,5,4,2,4,-4,1,4,1,1
1.0070000000000001,0.9670000000000001,3,3,5,2,1,1,7,7,2,2,2,2,3,6,7,5,1,1,2,2,2,1,4,6,5,1,1,2,1,5,4,1,2,-1,3,1,3,5,1,12,7,1,1,3,1,2,10,3,2,2,4,1,3,14,4,2,1,3,3,3,1,2,1,3,2,2,1,2,2,-1,2,-1,2,1,2,2,1,2,5,1,2,20,2,1,-1,0,60,20,10,5,60,80,5,60,75,90,5,80,80,80,80,50,90,80,90,2,4,1,7,4,1,4,4,4,1,2,2,5,7,1,1,2,4,2,4,1,3,5,1,4,5,-9,4,1,6,5,1,1,2,1,2,9,2,2,2,3,3,4,2,4,1,3,2,80,80,80,15,80,3,3,3,3,2,-1,1,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,2,3,4,3,-4,1,4,1,1
1.375,1.379,3,3,2,1,4,6,4,2,2,2,3,3,1,1,1,2,1,1,4,2,2,1,2,6,6,1,1,4,1,1,1,4,1,2,1,1,2,8,1,13,1,1,1,2,1,3,30,2,1,2,1,1,2,26,2,0,5,4,5,5,1,2,2,2,1,2,2,2,2,-1,2,-1,2,1,1,1,1,1,-1,1,1,11,1,1,-1,85,0,15,85,70,60,70,70,40,70,70,70,70,70,70,70,0,60,70,70,70,2,1,6,1,1,1,4,3,2,2,2,2,7,2,1,2,1,2,3,2,1,3,4,4,2,5,6,4,2,4,1,1,2,1,4,10,5,2,4,2,5,5,4,4,2,2,2,70,70,70,60,70,5,5,1,2,1,1,2,2,3,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,4,5,2,3,5,1,4,1,-4,2,5,2,2
0.251,0.271,1,3,4,2,3,7,1,2,1,1,1,1,1,4,2,4,1,1,-8,1,3,1,2,3,1,1,1,2,4,2,1,1,1,3,1,1,1,3,2,13,1,5,4,2,1,2,10,1,1,2,3,1,3,13,1,0,5,2,2,2,1,1,1,3,2,2,2,2,2,-1,2,-1,2,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,30,15,85,70,50,100,100,85,85,85,85,60,50,50,100,70,50,85,85,70,50,3,1,4,1,1,3,2,4,3,3,2,4,2,2,3,4,5,1,1,1,1,2,2,4,4,2,5,1,4,5,2,2,1,1,2,7,2,4,2,1,5,3,2,2,2,2,2,85,100,50,100,85,-1,-1,1,1,1,1,1,2,3,2,2,6,2,4,2,7,5,2,4,1,2,1,4,2,5,5,2,4,5,4,5,3,-4,3,5,5,4
0.5479999999999999,0.547,3,4,5,1,3,1,7,6,1,2,1,2,1,2,7,5,1,1,2,2,3,2,4,6,1,1,2,3,1,4,4,1,1,3,1,1,4,7,4,11,1,1,1,2,1,2,22,2,2,1,3,1,3,17,4,1,3,3,2,2,1,2,2,5,1,1,2,2,2,-1,2,-1,2,1,1,2,1,1,1,1,2,21,1,1,1,0,70,30,40,40,85,85,30,40,60,30,15,50,50,100,50,70,100,40,70,15,3,1,7,2,1,5,4,2,1,1,2,99,7,1,3,1,4,-1,-8,5,4,1,1,5,5,1,7,1,6,5,2,2,1,2,1,4,1,2,1,2,5,4,2,4,1,2,2,70,85,40,0,70,1,2,1,3,1,2,1,2,3,3,5,6,2,2,4,5,4,2,3,2,4,4,4,3,3,4,2,3,4,2,3,2,-4,3,4,2,2
1.035,1.06,3,2,1,2,3,1,3,2,1,1,1,1,1,2,2,4,1,-9,1,4,2,1,1,6,-9,1,1,4,4,1,1,5,2,-1,3,2,-1,7,4,95,1,6,1,1,2,2,1,1,1,1,1,1,2,24,2,3,4,3,3,2,1,2,2,3,1,2,2,2,2,-1,2,-1,2,2,2,1,1,2,-1,0,-1,-1,-1,-1,-1,40,30,15,50,70,70,60,15,30,60,999,40,30,999,30,50,30,30,50,70,50,1,2,5,-8,2,3,1,5,2,4,5,2,1,2,1,1,2,2,-8,2,1,4,5,1,3,5,5,4,4,-9,2,2,1,3,3,10,2,3,2,3,4,4,2,2,1,-9,2,5,60,60,50,50,-1,-1,1,2,1,1,2,2,2,2,4,4,4,4,5,5,5,3,5,5,4,4,2,3,4,4,2,3,4,2,4,4,-4,2,4,3,2
1.147,0.0,4,2,2,2,1,1,99,-8,1,1,1,1,1,2,4,3,1,1,3,3,2,1,1,1,1,1,3,2,4,2,1,3,1,2,3,1,4,10,1,8,1,2,1,0,2,2,40,3,2,1,3,1,3,1,-9,0,3,3,3,3,1,2,2,3,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,1,1,1,11,1,1,1,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6,-6
