,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp
1400,17058678,THEFT MISD. (UNDER $950),LARCENY,2700 DWIGHT WAY,Berkeley,CA,Tuesday,37.865748,-122.253396,2017-09-26 07:00:00
1401,17047848,VEHICLE STOLEN,MOTOR VEHICLE THEFT,800 GILMAN ST,Berkeley,CA,Sunday,37.879165,-122.302305,2017-08-13 04:32:00
1402,17092268,BURGLARY AUTO,BURGLARY - VEHICLE,100 SPINNAKER WAY,Berkeley,CA,Sunday,37.870287,-122.31623799999998,2017-11-12 10:05:00
1403,17091877,VANDALISM,VANDALISM,1400 GRIZZLY PEAK BLVD,Berkeley,CA,Tuesday,37.884902,-122.24847,2017-09-19 02:00:00
1404,18002551,ARSON,ARSON,SACRAMENTO STREET & ALCATRAZ AVE,Berkeley,CA,Saturday,37.847908,-122.277685,2018-01-13 15:13:00
1405,17048589,FRAUD/FORGERY,FRAUD,2100 SHATTUCK AVE,Berkeley,CA,Friday,37.871167,-122.268285,2017-08-18 12:30:00
1406,17054866,ROBBERY,ROBBERY,2800 PARK ST,Berkeley,CA,Wednesday,37.855964,-122.28311399999998,2017-09-06 08:00:00
1407,17051877,THEFT FELONY (OVER $950),LARCENY,1500 SHATTUCK AVE,Berkeley,CA,Wednesday,37.88022700000001,-122.26936,2017-08-23 14:00:00
1409,17072797,ASSAULT/BATTERY MISD.,ASSAULT,1300 ADDISON ST,Berkeley,CA,Thursday,37.868913,-122.28608,2017-11-30 18:30:00
1410,17059406,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 PARKER ST,Berkeley,CA,Saturday,37.86157100000001,-122.271722,2017-09-30 19:00:00
1411,17068944,BURGLARY AUTO,BURGLARY - VEHICLE,1100 BANCROFT WAY,Berkeley,CA,Sunday,37.864677,-122.290292,2017-11-12 05:00:00
1412,18000463,ARSON,ARSON,1300 HARMON ST,Berkeley,CA,Tuesday,37.848357,-122.281521,2018-01-02 21:00:00
1413,17069688,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 VALLEY ST,Berkeley,CA,Wednesday,37.863625,-122.284155,2017-11-15 17:00:00
1414,17075973,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 WOOLSEY ST,Berkeley,CA,Thursday,37.85062,-122.27831299999998,2017-12-14 22:00:00
1415,17058997,NARCOTICS,DRUG VIOLATION,SAN PABLO AVENUE & HARRISON ST,Berkeley,CA,Friday,37.882251,-122.296452,2017-09-29 20:17:00
1416,17064801,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Tuesday,37.871167,-122.268285,2017-10-24 08:56:00
1417,18090292,THEFT MISD. (UNDER $950),LARCENY,2100 PARKER ST,Berkeley,CA,Monday,37.862169,-122.267084,2018-02-05 14:39:00
1419,17065901,VEHICLE RECOVERED,RECOVERED VEHICLE,SECOND STREET & UNIVERSITY AVE,Berkeley,CA,Sunday,37.866981,-122.302083,2017-10-29 14:52:00
1420,17053714,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-09-07 19:30:00
1421,18090276,BURGLARY AUTO,BURGLARY - VEHICLE,2300 HASTE ST,Berkeley,CA,Saturday,37.865443,-122.26318899999998,2018-02-03 00:00:00
1422,17060457,ASSAULT/BATTERY FEL.,ASSAULT,2300 CARLETON ST,Berkeley,CA,Friday,37.861887,-122.262292,2017-10-06 09:10:00
1423,17057821,THEFT MISD. (UNDER $950),LARCENY,1800 SOLANO AVE,Berkeley,CA,Sunday,37.891332,-122.279975,2017-09-24 08:00:00
1424,17091965,THEFT MISD. (UNDER $950),LARCENY,2000 DURANT AVE,Berkeley,CA,Friday,37.866426,-122.269762,2017-09-29 10:05:00
1425,18007558,THEFT FELONY (OVER $950),LARCENY,1500 ALCATRAZ AVE,Berkeley,CA,Friday,37.847908,-122.277685,2018-02-02 12:00:00
1426,17058839,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3000 SACRAMENTO ST,Berkeley,CA,Thursday,37.853275,-122.279078,2017-09-28 07:31:00
1428,17055341,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1900 EL DORADO AVE,Berkeley,CA,Thursday,37.887221,-122.275836,2017-09-14 00:10:00
1429,17092168,THEFT FELONY (OVER $950),LARCENY,2100 DWIGHT WAY,Berkeley,CA,Friday,37.863977,-122.267307,2017-10-27 22:12:00
1430,18003493,BURGLARY AUTO,BURGLARY - VEHICLE,1600 PRINCE ST,Berkeley,CA,Wednesday,37.85177,-122.27648899999998,2018-01-17 20:00:00
1431,17078566,ROBBERY,ROBBERY,1000 GILMAN ST,Berkeley,CA,Thursday,37.88015,-122.297446,2017-12-28 21:35:00
1432,17073513,BURGLARY AUTO,BURGLARY - VEHICLE,FIFTH STREET & POTTER ST,Berkeley,CA,Sunday,37.851032,-122.293546,2017-12-03 18:00:00
1433,17055328,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,700 ASHBY AVE,Berkeley,CA,Wednesday,37.849376,-122.294952,2017-09-13 19:00:00
1434,17092284,VANDALISM,VANDALISM,1700 EIGHTH ST,Berkeley,CA,Thursday,37.872231,-122.29677,2017-11-09 23:00:00
1435,17055499,VANDALISM,VANDALISM,1800 SOLANO AVE,Berkeley,CA,Thursday,37.891332,-122.279975,2017-09-14 22:50:00
1436,17092108,BURGLARY AUTO,BURGLARY - VEHICLE,2400 PARKER ST,Berkeley,CA,Sunday,37.863072,-122.260352,2017-10-22 02:30:00
1437,18002005,THEFT FELONY (OVER $950),LARCENY,1800 WOOLSEY ST,Berkeley,CA,Thursday,37.851324,-122.272873,2018-01-11 08:13:00
1438,17063856,VEHICLE STOLEN,MOTOR VEHICLE THEFT,UNIVERSITY AVENUE & ACTON ST,Berkeley,CA,Saturday,37.870054,-122.284263,2017-10-21 01:46:00
1439,17092299,VANDALISM,VANDALISM,2400 VIRGINIA ST,Berkeley,CA,Thursday,37.877548,-122.26271,2017-11-16 09:40:00
1440,18007331,BURGLARY AUTO,BURGLARY - VEHICLE,2700 LE CONTE AVE,Berkeley,CA,Sunday,37.877388,-122.256872,2018-02-04 18:00:00
1441,17054235,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,Berkeley,CA,Saturday,37.868204,-122.270054,2017-09-09 10:50:00
1442,17050315,BURGLARY AUTO,BURGLARY - VEHICLE,900 UNIVERSITY AVE,Berkeley,CA,Friday,37.868273,-122.295963,2017-08-25 11:36:00
1443,17063242,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,Berkeley,CA,Wednesday,37.857409,-122.268473,2017-10-18 17:28:00
1444,18006599,ASSAULT/BATTERY FEL.,ASSAULT,3100 ELLIS ST,Berkeley,CA,Friday,37.852066,-122.272994,2018-02-02 10:37:00
1445,18001891,BURGLARY AUTO,BURGLARY - VEHICLE,2500 DURANT AVE,Berkeley,CA,Wednesday,37.867852,-122.258699,2018-01-10 07:30:00
1446,17070170,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 MONTEREY AVE,Berkeley,CA,Friday,37.882561,-122.28212,2017-11-17 09:00:00
1448,18090260,THEFT MISD. (UNDER $950),LARCENY,1200 HEARST AVE,Berkeley,CA,Monday,37.870911,-122.289684,2018-01-29 22:00:00
1449,17060858,VANDALISM,VANDALISM,2100 BERKELEY WAY,Berkeley,CA,Saturday,37.873202,-122.267443,2017-10-07 22:00:00
1450,17052488,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & BONAR ST,Berkeley,CA,Saturday,37.869642,-122.287492,2017-09-02 21:13:00
1451,17066179,VANDALISM,VANDALISM,1500 OREGON ST,Berkeley,CA,Monday,37.856078,-122.279311,2017-10-30 21:20:00
1452,17092495,THEFT FELONY (OVER $950),LARCENY,2000 ALLSTON WAY,Berkeley,CA,Friday,37.869096,-122.270137,2017-12-01 17:15:00
1453,17048449,BURGLARY AUTO,BURGLARY - VEHICLE,2300 DURANT AVE,Berkeley,CA,Thursday,37.867259,-122.26324,2017-08-17 17:30:00
1454,17068641,ASSAULT/BATTERY FEL.,ASSAULT,2500 TELEGRAPH AVE,Berkeley,CA,Friday,37.865009,-122.258767,2017-11-10 22:42:00
1456,17077301,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,Berkeley,CA,Thursday,37.867513,-122.26127,2017-12-21 19:00:00
1457,17052697,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,Berkeley,CA,Saturday,37.872691,-122.270741,2017-09-02 13:15:00
1458,17055473,MUNICIPAL CODE,ALL OTHER OFFENSES,BANCROFT WAY & BARROWS LN,Berkeley,CA,Thursday,37.868818,-122.258365,2017-09-14 20:22:00
1459,17078182,ROBBERY,ROBBERY,2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,2017-12-27 00:45:00
1460,17066894,IDENTITY THEFT,FRAUD,21 TERRACE WALK WAY,Berkeley,CA,Sunday,37.888718,-122.271704,2017-10-15 12:00:00
1461,17075065,ASSAULT/BATTERY MISD.,ASSAULT,2000 VIRGINIA ST,Berkeley,CA,Sunday,37.876297,-122.27124,2017-12-10 19:30:00
1462,17092357,VANDALISM,VANDALISM,600 CRESTON RD,Berkeley,CA,Friday,37.901215,-122.266297,2017-11-24 17:00:00
1463,17061570,BURGLARY AUTO,BURGLARY - VEHICLE,900 HEINZ AVE,Berkeley,CA,Wednesday,37.853552,-122.29156100000002,2017-10-11 13:47:00
1464,17063450,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 SAN PABLO AVE,Berkeley,CA,Thursday,37.87325,-122.293558,2017-10-19 15:23:00
1465,17069833,BURGLARY AUTO,BURGLARY - VEHICLE,1200 FIFTH ST,Berkeley,CA,Thursday,37.880786,-122.303067,2017-11-16 13:35:00
1466,17077858,MISSING ADULT,MISSING PERSON,2400 ASHBY AVE,Berkeley,CA,Sunday,37.856111,-122.260248,2017-12-24 15:38:00
1467,17069776,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 SPAULDING AVE,Berkeley,CA,Wednesday,37.869578,-122.280839,2017-11-15 10:15:00
1468,18001562,ASSAULT/BATTERY MISD.,ASSAULT,2600 DWIGHT WAY,Berkeley,CA,Sunday,37.86542,-122.25618,2017-12-31 11:45:00
1469,17060451,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 FRANCISCO ST,Berkeley,CA,Friday,37.875391,-122.271141,2017-10-06 00:00:00
1470,17077554,NARCOTICS,DRUG VIOLATION,UNIVERSITY AVENUE & MARINA BLVD,Berkeley,CA,Saturday,37.865222,-122.31116000000002,2017-12-23 00:02:00
1472,17091854,VANDALISM,VANDALISM,2900 OTIS ST,Berkeley,CA,Saturday,37.856134,-122.270198,2017-09-16 09:00:00
1473,17091822,THEFT MISD. (UNDER $950),LARCENY,2500 HILLEGASS AVE,Berkeley,CA,Sunday,37.865149,-122.256487,2017-09-10 22:40:00
1474,17051483,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,Berkeley,CA,Wednesday,37.868714,-122.259189,2017-08-30 08:15:00
1475,17051720,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2700 SHATTUCK AVE,Berkeley,CA,Thursday,37.859802,-122.267177,2017-08-31 02:16:00
1476,17064292,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,Berkeley,CA,Sunday,37.871167,-122.268285,2017-10-22 20:52:00
1477,18090050,BURGLARY AUTO,BURGLARY - VEHICLE,2000 ALLSTON WAY,Berkeley,CA,Thursday,37.869096,-122.270137,2018-01-04 13:14:00
1478,17075851,SEXUAL ASSAULT MISD.,SEX CRIME,1900 CENTER ST,Berkeley,CA,Wednesday,37.869685,-122.272804,2017-12-13 16:15:00
1479,17052057,THEFT MISD. (UNDER $950),LARCENY,1500 PRINCE ST,Berkeley,CA,Saturday,37.851503,-122.278518,2017-08-26 21:00:00
1481,17074544,FRAUD/FORGERY,FRAUD,1600 SHATTUCK AVE,Berkeley,CA,Wednesday,37.878112,-122.269114,2017-12-06 00:00:00
1482,17068361,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,OXFORD STREET & UNIVERSITY AVE,Berkeley,CA,Thursday,37.872472,-122.266164,2017-11-09 17:30:00
1483,17068115,VANDALISM,VANDALISM,2000 SAN PABLO AVE,Berkeley,CA,Sunday,37.868845,-122.29214,2017-11-05 01:30:00
1484,17091633,VANDALISM,VANDALISM,3000 COLBY ST,Berkeley,CA,Wednesday,37.854981,-122.257592,2017-08-16 06:40:00
1485,17059518,VEHICLE STOLEN,MOTOR VEHICLE THEFT,SECOND STREET & ADDISON ST,Berkeley,CA,Monday,37.86581,-122.301707,2017-10-02 02:19:00
1486,18003770,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,800 SANTA BARBARA RD,Berkeley,CA,Thursday,37.895099,-122.270493,2018-01-11 14:00:00
1487,18006269,ASSAULT/BATTERY MISD.,ASSAULT,2100 KITTREDGE ST,Berkeley,CA,Wednesday,37.868512,-122.26781,2018-01-31 18:16:00
1488,17069693,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 PERALTA AVE,Berkeley,CA,Wednesday,37.882469,-122.287153,2017-11-15 16:30:00
1489,17061915,BURGLARY AUTO,BURGLARY - VEHICLE,900 UNIVERSITY AVE,Berkeley,CA,Thursday,37.868273,-122.295963,2017-10-12 19:00:00
1490,17092208,VANDALISM,VANDALISM,1600 FIFTH ST,Berkeley,CA,Friday,37.873865,-122.300777,2017-11-03 02:55:00
1491,17061521,BURGLARY AUTO,BURGLARY - VEHICLE,1900 SIXTH ST,Berkeley,CA,Tuesday,37.869314,-122.2981,2017-10-10 17:00:00
1492,17053150,VANDALISM,VANDALISM,1000 GILMAN ST,Berkeley,CA,Tuesday,37.88015,-122.297446,2017-09-05 11:00:00
1494,17063491,VANDALISM,VANDALISM,1200 SIXTY-FIFTH ST,Berkeley,CA,Wednesday,37.880786,-122.303067,2017-10-18 17:00:00
1495,17075216,THEFT MISD. (UNDER $950),LARCENY,900 HEINZ AVE,Berkeley,CA,Monday,37.853552,-122.29156100000002,2017-12-11 13:30:00
1496,17065497,2ND RESPONSE,NOISE VIOLATION,2300 PIEDMONT AVE,Berkeley,CA,Friday,37.869839,-122.252365,2017-10-27 23:08:00
1497,18006745,DISTURBANCE,DISORDERLY CONDUCT,3200 ADELINE ST,Berkeley,CA,Friday,37.850345,-122.270911,2018-02-02 19:51:00
1498,17092288,BURGLARY AUTO,BURGLARY - VEHICLE,2500 CALIFORNIA ST,Berkeley,CA,Wednesday,37.862494,-122.278695,2017-11-15 06:00:00
1499,18000273,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 PARKER ST,Berkeley,CA,Monday,37.859364,-122.288914,2018-01-01 20:30:00
1500,17061462,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 PIEDMONT AVE,Berkeley,CA,Tuesday,37.862024,-122.251212,2017-10-10 22:50:00
1501,18001482,DISTURBANCE,DISORDERLY CONDUCT,2000 SAN PABLO AVE,Berkeley,CA,Sunday,37.868845,-122.29214,2018-01-07 09:55:00
1502,17058577,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1500 SHATTUCK AVE,Berkeley,CA,Wednesday,37.88022700000001,-122.26936,2017-09-27 21:00:00
1503,18007679,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3000 SAN PABLO AVE,Berkeley,CA,Wednesday,37.851951,-122.286677,2018-02-07 03:49:00
1504,18090226,BURGLARY AUTO,BURGLARY - VEHICLE,400 ARLINGTON AVE,Berkeley,CA,Friday,37.902657,-122.277443,2018-01-26 08:00:00
1505,18006266,MISSING JUVENILE,MISSING PERSON,1800 FIFTH ST,Berkeley,CA,Saturday,37.870231,-122.299624,2018-01-20 09:00:00
1506,17060991,ROBBERY,ROBBERY,2100 CENTER ST,Berkeley,CA,Sunday,37.870308,-122.26805,2017-10-08 18:18:00
1508,17091982,BURGLARY AUTO,BURGLARY - VEHICLE,2501 GRIZZLY PEAK BLVD,Berkeley,CA,Sunday,37.879568,-122.221794,2017-10-01 18:00:00
1509,17091896,DISTURBANCE,DISORDERLY CONDUCT,2600 BANCROFT WAY,Berkeley,CA,Wednesday,37.869031,-122.256611,2017-09-20 19:08:00
1510,17051922,FRAUD/FORGERY,FRAUD,1700 UNIVERSITY AVE,Berkeley,CA,Thursday,37.870948,-122.27733,2017-08-31 14:30:00
1511,17092038,VANDALISM,VANDALISM,1300 SIXTH ST,Berkeley,CA,Monday,37.879335,-122.301332,2017-10-09 18:45:00
1512,17091635,BURGLARY AUTO,BURGLARY - VEHICLE,1715 63RD STREET UPPER,Berkeley,CA,Friday,37.847654,-122.272651,2017-08-18 00:05:00
1513,17069199,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 KAINS AVE,Berkeley,CA,Thursday,37.878798,-122.294284,2017-11-02 20:00:00
1514,17050301,FRAUD/FORGERY,FRAUD,2700 COLLEGE AVE,Berkeley,CA,Tuesday,37.861645,-122.253508,2017-08-15 12:00:00
1515,17065758,THEFT MISD. (UNDER $950),LARCENY,BURNETT STREET & PARK ST,Berkeley,CA,Saturday,37.853792,-122.283055,2017-10-28 22:10:00
1516,18007508,VANDALISM,VANDALISM,1300 UNIVERSITY AVE,Berkeley,CA,Monday,37.869764,-122.28655,2018-02-05 19:00:00
1517,17064705,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1300 SUMMIT RD,Berkeley,CA,Saturday,37.886955,-122.24922,2017-10-14 21:00:00
1518,17060655,2ND RESPONSE,NOISE VIOLATION,2700 COLLEGE AVE,Berkeley,CA,Saturday,37.861645,-122.253508,2017-10-07 00:46:00
1519,17050448,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1800 UNIVERSITY AVE,Berkeley,CA,Friday,37.871246,-122.274991,2017-08-25 22:04:00
1520,17091653,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,Berkeley,CA,Friday,37.867513,-122.26127,2017-08-18 16:15:00
1521,17067887,ASSAULT/BATTERY MISD.,ASSAULT,1700 ALCATRAZ AVE,Berkeley,CA,Tuesday,37.848536,-122.27298600000002,2017-11-07 17:30:00
1522,17063807,THEFT FELONY (OVER $950),LARCENY,SEVENTH STREET & PARDEE ST,Berkeley,CA,Friday,37.856073,-122.292735,2017-10-20 21:43:00
1523,17066905,THEFT MISD. (UNDER $950),LARCENY,1500 CARLETON ST,Berkeley,CA,Thursday,37.859614,-122.280268,2017-11-02 18:30:00
1524,17092475,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AVE,Berkeley,CA,Monday,37.865772,-122.267643,2017-11-27 15:00:00
1525,17069895,ROBBERY,ROBBERY,2900 REGENT ST,Berkeley,CA,Thursday,37.857787,-122.257013,2017-11-16 20:00:00
1526,17091706,THEFT MISD. (UNDER $950),LARCENY,1900 HASTE ST,Berkeley,CA,Monday,37.864258,-122.272202,2017-08-28 12:00:00
1527,18000804,THEFT MISD. (UNDER $950),LARCENY,2000 SAN PABLO AVE,Berkeley,CA,Thursday,37.868845,-122.29214,2018-01-04 19:55:00
1528,17091757,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & DWIGHT WAY,Berkeley,CA,Thursday,37.863977,-122.267307,2017-08-31 23:00:00
1529,17053804,VANDALISM,VANDALISM,1500 BONITA AVE,Berkeley,CA,Friday,37.879787,-122.272745,2017-09-08 03:54:00
1530,17092177,VANDALISM,VANDALISM,SHATTUCK AVENUE & CARLETON ST,Berkeley,CA,Tuesday,37.861265,-122.26698,2017-10-31 09:05:00
1531,17075102,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & WARD ST,Berkeley,CA,Sunday,37.85944600000001,-122.266969,2017-12-10 17:00:00
1532,17061352,ASSAULT/BATTERY MISD.,ASSAULT,1300 ROSE ST,Berkeley,CA,Tuesday,37.876897,-122.28868,2017-10-10 13:20:00
1533,17092582,VANDALISM,VANDALISM,1905 DELAWARE STREET 1/2,Berkeley,CA,Wednesday,37.874254,-122.272927,2017-12-20 22:00:00
1534,17066361,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2200 DWIGHT WAY,Berkeley,CA,Sunday,37.864238,-122.265263,2017-10-29 20:00:00
1535,17057580,DOMESTIC VIOLENCE,FAMILY OFFENSE,1100 EASTSHORE HWY,Berkeley,CA,Saturday,37.885683,-122.308114,2017-09-23 13:30:00
1536,17065029,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 WOOLSEY ST,Berkeley,CA,Thursday,37.852764,-122.26165,2017-10-26 00:27:00
1537,18000667,THEFT MISD. (UNDER $950),LARCENY,1200 ASHBY AVE,Berkeley,CA,Friday,37.852211,-122.286336,2018-02-02 14:15:00
1538,17064480,BURGLARY AUTO,BURGLARY - VEHICLE,2500 HASTE ST,Berkeley,CA,Monday,37.866025,-122.258623,2017-10-23 13:30:00
1539,17092161,IDENTITY THEFT,FRAUD,3100 SHATTUCK AVE,Berkeley,CA,Monday,37.852956,-122.266195,2017-10-30 15:05:00
1540,17053028,ASSAULT/BATTERY MISD.,ASSAULT,THE ALAMEDA & MONTEREY AVE,Berkeley,CA,Tuesday,37.888089,-122.27635,2017-09-05 09:14:00
1541,17092173,IDENTITY THEFT,FRAUD,3000 SHATTUCK AVE,Berkeley,CA,Saturday,37.855026,-122.266475,2017-10-28 02:51:00
1543,17075436,VEHICLE STOLEN,MOTOR VEHICLE THEFT,JONES STREET & SIXTH ST,Berkeley,CA,Monday,37.875264,-122.30002,2017-12-11 12:00:00
1544,18006518,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,Berkeley,CA,Thursday,37.88015,-122.297446,2018-02-01 21:55:00
1545,17065210,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2100 PRINCE ST,Berkeley,CA,Thursday,37.8531,-122.266131,2017-10-26 07:00:00
1546,17071906,THEFT MISD. (UNDER $950),LARCENY,1000 DWIGHT WAY,Berkeley,CA,Saturday,37.860732,-122.291369,2017-11-25 19:00:00
1547,18090247,BURGLARY AUTO,BURGLARY - VEHICLE,1100 OXFORD ST,Berkeley,CA,Sunday,37.88878,-122.267659,2018-01-28 19:40:00
1548,18001268,NARCOTICS,DRUG VIOLATION,FIFTH STREET & BANCROFT WAY,Berkeley,CA,Sunday,37.86328,-122.297383,2018-01-07 02:08:00
1549,17077036,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AVE,Berkeley,CA,Wednesday,37.865772,-122.267643,2017-12-20 15:45:00
1550,18002124,ROBBERY,ROBBERY,ETNA STREET & DERBY ST,Berkeley,CA,Thursday,37.862203,-122.252443,2018-01-11 18:30:00
1551,18003036,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 LA LOMA AVE,Berkeley,CA,Monday,37.881849,-122.258126,2018-01-15 21:00:00
1552,18090101,VANDALISM,VANDALISM,1800 CHANNING WAY,Berkeley,CA,Sunday,37.864872,-122.274587,2017-12-31 22:30:00
1554,17091605,THEFT MISD. (UNDER $950),LARCENY,1800 CEDAR ST,Berkeley,CA,Sunday,37.87752800000001,-122.275956,2017-08-13 18:30:00
1555,17092342,THEFT MISD. (UNDER $950),LARCENY,2000 ADDISON ST,Berkeley,CA,Wednesday,37.870867,-122.270635,2017-11-22 19:20:00
1556,18004008,VANDALISM,VANDALISM,2300 SACRAMENTO ST,Berkeley,CA,Saturday,37.865816,-122.281601,2018-01-20 12:00:00
1557,17062858,DISTURBANCE,DISORDERLY CONDUCT,2100 OXFORD ST,Berkeley,CA,Tuesday,37.87091,-122.265993,2017-10-17 05:25:00
1558,17068863,THEFT MISD. (UNDER $950),LARCENY,1200 UNIVERSITY AVE,Berkeley,CA,Saturday,37.869385,-122.28953,2017-11-11 23:11:00
1559,17091815,BURGLARY AUTO,BURGLARY - VEHICLE,1100 UNIVERSITY AVE,Berkeley,CA,Sunday,37.869067,-122.292043,2017-09-10 19:00:00
1560,17061393,DISTURBANCE,DISORDERLY CONDUCT,2400 SHATTUCK AVE,Berkeley,CA,Wednesday,37.865772,-122.267643,2017-09-13 14:00:00
1561,17092496,THEFT FELONY (OVER $950),LARCENY,2400 ASHBY AVE,Berkeley,CA,Friday,37.856111,-122.260248,2017-12-08 09:45:00
1562,18003955,SEXUAL ASSAULT FEL.,SEX CRIME,2300 WARRING ST,Berkeley,CA,Saturday,37.869137,-122.250908,2018-01-20 00:00:00
1563,17063119,VANDALISM,VANDALISM,2500 RIDGE RD,Berkeley,CA,Tuesday,37.876045,-122.260336,2017-10-17 10:00:00
1565,17064740,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 ROSE ST,Berkeley,CA,Tuesday,37.876897,-122.28868,2017-10-24 17:03:00
1566,17091766,BURGLARY AUTO,BURGLARY - VEHICLE,ELLSWORTH STREET & HASTE ST,Berkeley,CA,Sunday,37.865443,-122.26318899999998,2017-09-03 13:00:00
1567,17071313,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & KITTREDGE ST,Berkeley,CA,Thursday,37.868489,-122.26795,2017-11-23 02:07:00
1568,17092500,VANDALISM,VANDALISM,3300 ADELINE ST,Berkeley,CA,Friday,37.84827,-122.271788,2017-09-08 20:15:00
1569,17091777,THEFT FELONY (OVER $950),LARCENY,2200 PROSPECT ST,Berkeley,CA,Wednesday,37.869892,-122.250422,2017-08-30 22:30:00
1570,17091830,THEFT MISD. (UNDER $950),LARCENY,1998 UNIVERSITY AVE,Berkeley,CA,Wednesday,37.871799,-122.270745,2017-09-13 07:47:00
1571,17048197,BURGLARY AUTO,BURGLARY - VEHICLE,SHATTUCK AVENUE & BERKELEY WAY,Berkeley,CA,Monday,37.873052,-122.268416,2017-08-14 19:30:00
1572,17062771,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 CHANNING WAY,Berkeley,CA,Monday,37.865501,-122.269774,2017-10-16 09:00:00
1573,17066576,ROBBERY,ROBBERY,1900 CENTER ST,Berkeley,CA,Wednesday,37.869685,-122.272804,2017-11-01 20:30:00
1574,18090223,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,Berkeley,CA,Friday,37.868667,-122.313656,2018-01-26 08:00:00
1575,18004343,ARSON,ARSON,1600 SIXTY-SECOND ST,Berkeley,CA,Monday,37.872599,-122.30388899999998,2018-01-22 02:58:00
1576,17052818,SEXUAL ASSAULT FEL.,SEX CRIME,2300 TELEGRAPH AVE,Berkeley,CA,Monday,37.868714,-122.259189,2017-09-04 05:00:00
1579,17068341,DISTURBANCE,DISORDERLY CONDUCT,OXFORD STREET & HEARST AVE,Berkeley,CA,Thursday,37.874145,-122.266225,2017-11-09 16:10:00
1580,17076448,DOMESTIC VIOLENCE,FAMILY OFFENSE,SACRAMENTO STREET & ALLSTON WAY,Berkeley,CA,Sunday,37.867371,-122.281755,2017-12-17 10:10:00
1582,17069910,BURGLARY AUTO,BURGLARY - VEHICLE,HOPKINS STREET & PERALTA AVE,Berkeley,CA,Monday,37.878031,-122.288763,2017-11-13 06:30:00
1583,17056834,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AVE,Berkeley,CA,Wednesday,37.871167,-122.268285,2017-09-20 16:19:00
1584,18007806,THEFT MISD. (UNDER $950),LARCENY,700 ASHBY AVE,Berkeley,CA,Wednesday,37.849376,-122.294952,2018-02-07 07:35:00
1585,17048067,BURGLARY AUTO,BURGLARY - VEHICLE,1200 CURTIS ST,Berkeley,CA,Tuesday,37.882957,-122.289458,2017-08-15 21:00:00
